iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2
1,-141.18637084960938,140.72811889648438,67.34680938720703,0.0,0.15000000596046448,0.8500000238418579,174.35000610351562,35.29999923706055,4.3078999519348145,1.1638602018356323,0.9881352186203003
2,-77.97320556640625,88.03937530517578,76.35319519042969,0.0,0.20000000298023224,0.800000011920929,173.4499969482422,38.849998474121094,4.326399803161621,1.1955204010009766,1.0222738981246948
3,-122.35105895996094,86.39202117919922,25.487232208251953,0.0,0.10000000149011612,0.8999999761581421,178.0500030517578,28.0,4.568929672241211,1.2638661861419678,0.9849498271942139
4,-243.65185546875,83.73685455322266,-80.27659606933594,0.0,0.3499999940395355,0.6499999761581421,144.75,35.45000076293945,4.711688995361328,1.2396771907806396,0.8433393239974976
5,-89.85179138183594,95.09420776367188,123.1531982421875,0.0,0.15000000596046448,0.8500000238418579,178.14999389648438,40.25,4.749874591827393,1.3504223823547363,0.9143208861351013
6,-35.55013656616211,96.90542602539062,151.1021270751953,0.0,0.15000000596046448,0.8500000238418579,173.60000610351562,43.79999923706055,4.802648544311523,1.3152344226837158,1.1098508834838867
7,-145.41036987304688,133.1097869873047,191.31915283203125,0.0,0.15000000596046448,0.8500000238418579,178.25,47.04999923706055,4.9851579666137695,1.5618259906768799,1.1311087608337402
8,-58.649070739746094,106.0927963256836,162.1106414794922,0.0,0.15000000596046448,0.8500000238418579,172.39999389648438,45.099998474121094,5.154165267944336,1.559478521347046,0.923076868057251
9,-67.990966796875,86.83978271484375,128.46807861328125,0.0,0.20000000298023224,0.800000011920929,169.0,44.79999923706055,5.298127174377441,1.5825495719909668,0.8503071665763855
10,-8.489164352416992,96.4825439453125,138.79148864746094,0.0,0.15000000596046448,0.8500000238418579,170.39999389648438,43.099998474121094,5.454366683959961,1.7649905681610107,0.7680762410163879
11,6.35691499710083,74.82933044433594,149.6616973876953,0.0,0.15000000596046448,0.8500000238418579,165.1999969482422,45.04999923706055,5.480937957763672,1.9454909563064575,0.597291886806488
12,24.74129295349121,87.45536804199219,169.79360961914062,0.0,0.20000000298023224,0.800000011920929,181.85000610351562,46.79999923706055,5.545628547668457,2.0031280517578125,0.661934494972229
13,46.26602554321289,66.9673843383789,171.8148956298828,0.0,0.15000000596046448,0.8500000238418579,178.85000610351562,45.0,5.706272125244141,2.162095546722412,0.9141291379928589
14,-52.88338088989258,67.55567169189453,67.4319076538086,0.0,0.25,0.75,162.35000610351562,42.29999923706055,5.726070404052734,2.0475056171417236,0.9645506739616394
15,-41.80731201171875,80.02877044677734,116.7765884399414,0.0,0.20000000298023224,0.800000011920929,160.75,45.0,5.908779621124268,1.9158399105072021,1.0340135097503662
16,-67.59913635253906,96.92518615722656,83.63616943359375,0.0,0.20000000298023224,0.800000011920929,168.8000030517578,40.349998474121094,6.19012451171875,1.9822301864624023,0.8504618406295776
17,-31.691022872924805,68.6763916015625,147.40638732910156,0.0,0.20000000298023224,0.800000011920929,165.9499969482422,47.20000076293945,6.207834243774414,1.9492487907409668,0.8726447820663452
18,-173.34820556640625,98.91236877441406,-23.893611907958984,0.0,0.3499999940395355,0.6499999761581421,149.5,40.29999923706055,6.373795032501221,1.7640742063522339,0.7935909628868103
19,-105.58045196533203,90.75728607177734,63.672340393066406,0.0,0.30000001192092896,0.699999988079071,163.6999969482422,44.20000076293945,6.493542194366455,1.6231982707977295,0.7367336750030518
20,-159.99447631835938,90.41004943847656,90.42765808105469,0.0,0.25,0.75,162.9499969482422,44.5,6.506497383117676,1.9771959781646729,0.7096854448318481
21,-62.8758659362793,106.73169708251953,139.72128295898438,0.0,0.20000000298023224,0.800000011920929,168.5500030517578,46.0,6.508550643920898,1.7047615051269531,0.7922254204750061
22,-189.9775848388672,65.31598663330078,-76.2978744506836,0.0,0.44999998807907104,0.550000011920929,147.75,40.349998474121094,6.520181179046631,1.698346495628357,0.8363955020904541
23,-148.40086364746094,119.07804870605469,59.672340393066406,0.0,0.3499999940395355,0.699999988079071,163.6999969482422,46.29999923706055,6.6982293128967285,1.6450912952423096,1.0187244415283203
24,-115.18231201171875,104.67926025390625,85.34680938720703,0.0,0.30000001192092896,0.699999988079071,162.60000610351562,46.54999923706055,6.776019096374512,1.5962023735046387,1.1689397096633911
25,-17.948270797729492,68.47863006591797,117.26595306396484,0.0,0.3499999940395355,0.6499999761581421,174.0,50.349998474121094,6.783692836761475,1.6753759384155273,1.19692862033844
26,-107.53291320800781,96.62086486816406,72.05318450927734,0.0,0.25,0.75,157.0,43.650001525878906,6.893019199371338,1.5292043685913086,1.0562669038772583
27,-169.67733764648438,114.9602279663086,85.90000915527344,0.0,0.30000001192092896,0.699999988079071,166.85000610351562,45.900001525878906,6.934931755065918,1.4872162342071533,1.2836744785308838
28,-94.97306823730469,105.35818481445312,93.6829833984375,0.0,0.30000001192092896,0.699999988079071,162.1999969482422,47.45000076293945,6.976894378662109,1.6273150444030762,1.435057520866394
29,-37.59129333496094,95.41737365722656,169.8829803466797,0.0,0.20000000298023224,0.800000011920929,169.25,48.900001525878906,7.01005220413208,1.5970760583877563,1.4889636039733887
30,-99.90379333496094,104.92303466796875,104.2425537109375,0.0,0.30000001192092896,0.699999988079071,165.5500030517578,47.95000076293945,7.073518753051758,1.5789105892181396,1.5597935914993286
31,-125.11170196533203,87.71112060546875,70.0531997680664,0.0,0.25,0.75,157.0,43.45000076293945,7.102754592895508,1.7034573554992676,1.3195964097976685
32,-158.91395568847656,88.95851135253906,41.580848693847656,0.0,0.30000001192092896,0.699999988079071,153.10000610351562,43.75,7.144186973571777,1.842410922050476,1.3629884719848633
33,-87.80717468261719,75.9926986694336,64.64681243896484,0.0,0.30000001192092896,0.699999988079071,167.3000030517578,43.70000076293945,7.315118312835693,1.9896457195281982,1.2914377450942993
