iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0
1,-967.50830078125,18.1307373046875,-912.3553466796875,0.0,1.0,0.0,26.600000381469727,4.349999904632568,2.3144240379333496
2,-908.1929931640625,16.829050064086914,-881.07861328125,0.0,1.0,0.0,34.599998474121094,6.150000095367432,2.347268581390381
3,-904.9579467773438,11.33314323425293,-876.1617431640625,0.0,0.949999988079071,0.05000000074505806,34.54999923706055,4.150000095367432,2.3826563358306885
4,-890.8125,11.631024360656738,-863.8595581054688,0.0,1.0,0.0,38.95000076293945,7.150000095367432,2.4636693000793457
5,-909.2373046875,9.087420463562012,-895.0637817382812,0.0,1.0,0.0,32.5,5.099999904632568,2.5307159423828125
6,-909.0025634765625,8.099404335021973,-892.1447143554688,0.0,1.0,0.0,32.150001525878906,5.449999809265137,2.5674822330474854
7,-908.457763671875,9.572198867797852,-880.1531372070312,0.0,1.0,0.0,33.349998474121094,6.449999809265137,2.5815279483795166
8,-907.2355346679688,10.494022369384766,-885.9873046875,0.0,1.0,0.0,33.45000076293945,5.849999904632568,2.6021974086761475
9,-922.5826416015625,16.52800750732422,-885.9766845703125,0.0,1.0,0.0,31.950000762939453,6.099999904632568,2.6384103298187256
10,-937.84375,15.25188159942627,-897.8870849609375,0.0,1.0,0.0,31.100000381469727,5.050000190734863,2.70163893699646
11,-895.0599365234375,27.260860443115234,-858.7106323242188,0.0,1.0,0.0,41.45000076293945,7.25,2.741297721862793
12,-939.9180908203125,11.089922904968262,-909.7063598632812,0.0,1.0,0.0,29.100000381469727,4.199999809265137,2.7944257259368896
13,-920.3743896484375,14.732561111450195,-900.79150390625,0.0,1.0,0.0,29.350000381469727,5.050000190734863,2.872756004333496
14,-893.890380859375,180.00697326660156,105.3425521850586,0.0,0.15000000596046448,0.8500000238418579,174.9499969482422,39.0,3.0334177017211914
15,-402.6001892089844,477.8096923828125,156.1170196533203,0.0,0.10000000149011612,0.8999999761581421,183.25,40.20000076293945,3.4161934852600098
16,-116.39108276367188,70.21237182617188,-20.223407745361328,0.0,0.25,0.75,160.75,33.79999923706055,3.4383838176727295
17,-125.70904541015625,46.078399658203125,-59.1787223815918,0.0,0.30000001192092896,0.699999988079071,154.4499969482422,33.45000076293945,3.498138904571533
18,-82.74447631835938,68.76065826416016,36.49574279785156,0.0,0.25,0.75,165.10000610351562,38.75,3.5039737224578857
19,-76.47433471679688,61.602272033691406,43.1978759765625,0.0,0.25,0.75,171.85000610351562,38.29999923706055,3.518141031265259
20,-77.44721221923828,51.62959671020508,-9.787237167358398,0.0,0.25,0.75,158.0,35.29999923706055,3.5918045043945312
21,24.22686195373535,43.018577575683594,125.2574462890625,0.0,0.10000000149011612,0.8999999761581421,175.1999969482422,38.45000076293945,3.774998664855957
22,-144.2708740234375,36.869789123535156,-68.70638275146484,0.0,0.30000001192092896,0.699999988079071,146.60000610351562,33.79999923706055,3.8495264053344727
23,-147.26516723632812,59.87227249145508,84.34893798828125,0.0,0.10000000149011612,0.8999999761581421,174.0500030517578,34.54999923706055,3.9999582767486572
24,23.844482421875,92.84245300292969,208.58511352539062,0.0,0.05000000074505806,0.949999988079071,187.75,42.20000076293945,4.248708248138428
25,101.94522094726562,29.17838478088379,152.7574462890625,0.0,0.05000000074505806,0.949999988079071,186.9499969482422,36.75,4.219398021697998
26,70.2879638671875,32.0097770690918,139.55532836914062,0.0,0.05000000074505806,0.949999988079071,180.1999969482422,36.54999923706055,4.262160301208496
27,88.29075622558594,45.73828125,153.5574493408203,0.0,0.05000000074505806,0.949999988079071,179.89999389648438,38.0,4.277764797210693
28,76.3787841796875,47.2947883605957,157.6106414794922,0.0,0.05000000074505806,0.949999988079071,184.14999389648438,37.70000076293945,4.214512825012207
