iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2
1,170.04998779296875,43.16300582885742,202.5,0.0,0.0,1.0,188.0,39.04999923706055,4.4076924324035645,0.8931775093078613,1.0859310626983643
2,145.95318603515625,20.192777633666992,175.5,0.0,0.0,1.0,188.0,36.349998474121094,4.4568190574646,1.0204503536224365,1.3258934020996094
3,185.37646484375,15.621977806091309,208.0,0.0,0.0,1.0,188.0,39.599998474121094,4.3985915184021,0.9965655207633972,1.3689852952957153
4,162.18878173828125,19.911617279052734,189.5,0.0,0.0,1.0,188.0,37.75,4.366703510284424,1.0370728969573975,1.197412133216858
5,164.92886352539062,24.8085880279541,199.5,0.0,0.0,1.0,188.0,38.75,4.3278985023498535,1.110398769378662,1.0580081939697266
6,173.17279052734375,26.30940818786621,199.0,0.0,0.0,1.0,188.0,38.70000076293945,4.300798416137695,1.3062058687210083,1.073909044265747
7,168.34893798828125,22.982656478881836,213.0,0.0,0.0,1.0,188.0,40.099998474121094,4.317073345184326,1.2459442615509033,0.9371784925460815
8,156.2216796875,28.70888328552246,205.5,0.0,0.0,1.0,188.0,39.349998474121094,4.244532585144043,1.2091275453567505,0.8649769425392151
9,108.2403564453125,44.739925384521484,207.0,0.0,0.0,1.0,188.0,39.5,4.080699920654297,1.3222272396087646,0.8788229823112488
10,125.97779083251953,28.712068557739258,210.5,0.0,0.0,1.0,188.0,39.849998474121094,4.164602279663086,1.4020088911056519,0.8191602826118469
11,191.06756591796875,20.705419540405273,212.0,0.0,0.0,1.0,188.0,40.0,4.210522174835205,1.4668596982955933,0.8175705671310425
12,158.17977905273438,32.975730895996094,200.5,0.0,0.0,1.0,188.0,38.849998474121094,4.362462043762207,1.4792979955673218,0.7697566151618958
13,178.37213134765625,27.681476593017578,220.0,0.0,0.0,1.0,188.0,40.79999923706055,4.520059108734131,1.5415520668029785,0.7634256482124329
14,200.43829345703125,14.815924644470215,218.5,0.0,0.0,1.0,188.0,40.650001525878906,4.602964878082275,1.7016335725784302,0.8224541544914246
15,164.37899780273438,45.56009292602539,211.5,0.0,0.0,1.0,188.0,39.95000076293945,4.58392333984375,1.6324609518051147,0.866879940032959
16,166.45498657226562,22.536270141601562,208.0,0.0,0.0,1.0,188.0,39.599998474121094,4.548641681671143,1.6438781023025513,0.9541156888008118
17,182.0884246826172,29.9217472076416,209.5,0.0,0.0,1.0,188.0,39.75,4.476967811584473,1.7594083547592163,0.7339001297950745
18,172.9061737060547,15.757734298706055,191.0,0.0,0.0,1.0,188.0,37.900001525878906,4.476663589477539,1.8982869386672974,0.6900031566619873
19,205.3125,6.546408653259277,215.0,0.0,0.0,1.0,188.0,40.29999923706055,4.463324546813965,1.8994569778442383,0.8235164284706116
20,159.54501342773438,27.06100845336914,191.51065063476562,0.0,0.05000000074505806,0.949999988079071,186.5,40.70000076293945,4.429905414581299,1.6890904903411865,0.961783230304718
21,158.177001953125,28.436803817749023,211.5,0.0,0.0,1.0,188.0,39.95000076293945,4.4970703125,2.002936363220215,0.981177806854248
22,188.08909606933594,25.8887996673584,216.5,0.0,0.0,1.0,188.0,40.45000076293945,4.462488651275635,1.984584093093872,1.0742331743240356
23,178.27340698242188,21.09661865234375,210.5,0.0,0.0,1.0,188.0,39.849998474121094,4.464441299438477,2.0061025619506836,1.1053179502487183
24,171.84548950195312,26.691347122192383,220.0,0.0,0.0,1.0,188.0,40.79999923706055,4.402787685394287,2.0429575443267822,1.196608066558838
25,154.69534301757812,39.12712097167969,221.5,0.0,0.0,1.0,188.0,40.95000076293945,4.356287002563477,2.134946584701538,1.2821292877197266
26,205.99301147460938,19.71879768371582,235.0,0.0,0.0,1.0,188.0,42.29999923706055,4.5276031494140625,2.2957911491394043,1.332306981086731
27,153.57240295410156,25.03753089904785,212.0,0.0,0.0,1.0,188.0,40.0,4.4792256355285645,2.4665045738220215,1.4516499042510986
28,155.86947631835938,21.8995418548584,196.5,0.0,0.0,1.0,188.0,38.45000076293945,4.479026794433594,2.368882179260254,1.5026121139526367
29,164.66009521484375,40.67266082763672,215.5,0.0,0.0,1.0,188.0,40.349998474121094,4.507081031799316,2.563197612762451,1.323411464691162
30,147.94747924804688,33.235477447509766,206.0,0.0,0.0,1.0,188.0,39.400001525878906,4.580846309661865,2.7295572757720947,1.2965856790542603
31,186.19387817382812,24.319257736206055,222.0,0.0,0.0,1.0,188.0,41.0,4.640855312347412,2.7871384620666504,1.2881007194519043
32,189.8704833984375,17.050317764282227,217.5,0.0,0.0,1.0,188.0,40.54999923706055,4.589264392852783,2.8695621490478516,1.3574715852737427
33,192.29661560058594,19.937042236328125,224.0,0.0,0.0,1.0,188.0,41.20000076293945,4.522631645202637,3.1022732257843018,1.357279896736145
34,186.7624969482422,23.94904327392578,225.5,0.0,0.0,1.0,188.0,41.349998474121094,4.631710052490234,3.156312942504883,1.5161693096160889
35,201.68405151367188,34.197959899902344,235.5,0.0,0.0,1.0,188.0,42.349998474121094,4.640879154205322,3.079510450363159,1.6467950344085693
36,203.15625,16.16779136657715,229.5,0.0,0.0,1.0,188.0,41.75,4.680753231048584,3.0809569358825684,1.8578259944915771
37,176.5198211669922,30.598264694213867,214.0,0.0,0.0,1.0,188.0,40.20000076293945,4.7070465087890625,3.0894527435302734,1.6925195455551147
38,175.15771484375,25.47138786315918,216.0,0.0,0.0,1.0,188.0,40.400001525878906,4.703062534332275,3.2353968620300293,1.7484370470046997
39,168.03836059570312,35.5191650390625,218.0,0.0,0.0,1.0,188.0,40.599998474121094,4.67990779876709,3.2512404918670654,1.8645644187927246
40,162.9790496826172,35.46806716918945,220.0,0.0,0.0,1.0,188.0,40.79999923706055,4.69139289855957,3.246483325958252,1.8960086107254028
41,142.4970703125,38.11597442626953,224.0,0.0,0.0,1.0,188.0,41.20000076293945,4.6893815994262695,3.1150238513946533,1.8227779865264893
42,201.76441955566406,25.635059356689453,230.0,0.0,0.0,1.0,188.0,41.79999923706055,4.603598594665527,3.0724947452545166,1.9274181127548218
43,196.58802795410156,24.278884887695312,223.5,0.0,0.0,1.0,188.0,41.150001525878906,4.562041282653809,2.9455952644348145,1.9681811332702637
44,154.93502807617188,29.250808715820312,197.5,0.0,0.0,1.0,188.0,38.54999923706055,4.5709614753723145,2.9808616638183594,2.152174949645996
45,195.54701232910156,16.14006805419922,220.5,0.0,0.0,1.0,188.0,40.849998474121094,4.6424946784973145,3.075655221939087,2.244065523147583
46,169.05145263671875,37.72629928588867,219.5,0.0,0.0,1.0,188.0,40.75,4.575653553009033,3.1495401859283447,2.5156681537628174
47,191.1388397216797,25.620662689208984,224.5,0.0,0.0,1.0,188.0,41.25,4.659939765930176,3.3850667476654053,2.5526483058929443
48,158.6656951904297,28.999393463134766,205.0,0.0,0.0,1.0,188.0,39.29999923706055,4.644549369812012,3.189018964767456,2.587960958480835
49,133.82546997070312,27.384502410888672,180.51914978027344,0.0,0.05000000074505806,0.949999988079071,185.3000030517578,39.79999923706055,4.594847679138184,3.144192934036255,2.4959542751312256
50,170.06265258789062,37.944244384765625,223.5,0.0,0.0,1.0,188.0,41.150001525878906,4.374281883239746,3.138735294342041,2.346989870071411
51,203.68231201171875,19.22618865966797,228.0,0.0,0.0,1.0,188.0,41.599998474121094,4.381649017333984,3.227295160293579,2.193225860595703
