iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2
1,78.5376968383789,20.52312469482422,100.5,0.0,0.0,1.0,111.0,21.149999618530273,3.277611255645752,0.8402459025382996,0.9225453734397888
2,88.07869720458984,19.0487003326416,105.5,0.0,0.0,1.0,111.0,21.649999618530273,3.5335304737091064,0.8598727583885193,0.8313729763031006
3,81.540771484375,21.860107421875,103.5,0.0,0.0,1.0,111.0,21.450000762939453,3.442873001098633,0.820495069026947,0.7334793210029602
4,26.61735725402832,35.469505310058594,92.0,0.0,0.0,1.0,111.0,20.299999237060547,3.282841920852661,0.9620226621627808,0.7802839875221252
5,24.2174129486084,35.618133544921875,89.5,0.0,0.0,1.0,111.0,20.049999237060547,3.341387987136841,1.0214881896972656,0.6677395701408386
6,21.64690399169922,35.85615539550781,76.5468521118164,0.0,0.05000000074505806,0.949999988079071,110.30000305175781,21.5,3.2871291637420654,0.8407762050628662,0.44904541969299316
7,57.705448150634766,34.89759826660156,100.5,0.0,0.0,1.0,111.0,21.149999618530273,3.4577417373657227,1.1108269691467285,0.4001680910587311
8,71.50936126708984,24.076997756958008,101.0,0.0,0.0,1.0,111.0,21.200000762939453,3.2489733695983887,0.898961067199707,0.4272536337375641
9,43.051734924316406,32.67897415161133,100.5,0.0,0.0,1.0,111.0,21.149999618530273,3.071681022644043,0.9907761216163635,0.4422028064727783
10,-142.37001037597656,350.0570373535156,104.0,0.0,0.0,1.0,111.0,21.5,3.501896858215332,0.8495497107505798,0.47991642355918884
11,31.217342376708984,41.08320236206055,102.0,0.0,0.0,1.0,111.0,21.299999237060547,3.573931932449341,0.9693107008934021,0.6052958965301514
12,55.42501449584961,31.042028427124023,99.0,0.0,0.0,1.0,111.0,21.0,3.600431442260742,0.9520362019538879,0.8670871257781982
13,77.69395446777344,28.90186882019043,117.5,0.0,0.0,1.0,111.0,22.850000381469727,3.7556324005126953,0.8377775549888611,0.8857822418212891
14,56.43025207519531,31.096805572509766,100.5,0.0,0.0,1.0,111.0,21.149999618530273,3.7584943771362305,1.0537550449371338,0.8698267340660095
15,84.73883056640625,20.54446792602539,111.0,0.0,0.0,1.0,111.0,22.200000762939453,3.8974156379699707,0.8456684350967407,0.7899013161659241
16,70.8089370727539,29.42064666748047,110.0,0.0,0.0,1.0,111.0,22.100000381469727,3.8277535438537598,0.8259279727935791,0.7501980662345886
17,68.8536605834961,31.561687469482422,109.5,0.0,0.0,1.0,111.0,22.049999237060547,3.9138598442077637,0.8979003429412842,0.6444886922836304
18,75.50119018554688,18.806629180908203,105.0,0.0,0.0,1.0,111.0,21.600000381469727,3.9520366191864014,1.0179916620254517,0.7302052974700928
19,66.84024047851562,28.624643325805664,107.5,0.0,0.0,1.0,111.0,21.850000381469727,3.988750696182251,1.099929928779602,0.6692913770675659
20,64.76393127441406,38.248992919921875,116.0,0.0,0.0,1.0,111.0,22.700000762939453,4.229499340057373,1.0937353372573853,0.41374415159225464
21,62.66483688354492,21.812772750854492,105.5,0.0,0.0,1.0,111.0,21.649999618530273,4.217813968658447,1.0342586040496826,0.4678169786930084
22,59.37868881225586,34.86275863647461,98.0,0.0,0.0,1.0,111.0,20.899999618530273,4.15778112411499,1.1385467052459717,0.5931469798088074
23,62.33420944213867,29.11176300048828,106.0,0.0,0.0,1.0,111.0,21.700000762939453,4.162421226501465,1.1379657983779907,0.6106604933738708
