iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1
30,39.14479064941406,16.435653686523438,60.0,0.0,0.0,1.0,111.0,17.100000381469727,0.8045063018798828,0.0089474618434906
31,45.10866928100586,12.575401306152344,64.0,0.0,0.0,1.0,111.0,17.5,0.8261802792549133,0.12362278252840042
32,19.901927947998047,23.700836181640625,58.5,0.0,0.0,1.0,111.0,16.950000762939453,0.8537865877151489,0.23577851057052612
33,39.325775146484375,19.930831909179688,64.5,0.0,0.0,1.0,111.0,17.549999237060547,1.0796232223510742,0.34246283769607544
34,56.640625,5.496070384979248,75.0,0.0,0.0,1.0,111.0,18.600000381469727,0.9554572105407715,0.3097723126411438
35,33.536231994628906,23.23615074157715,65.0,0.0,0.0,1.0,111.0,17.600000381469727,0.8776144981384277,0.19117549061775208
36,41.88526153564453,16.475400924682617,63.0,0.0,0.0,1.0,111.0,17.399999618530273,1.0253453254699707,0.34231340885162354
37,28.83838653564453,17.2137393951416,50.5,0.0,0.0,1.0,111.0,16.149999618530273,1.1494121551513672,0.4892411231994629
38,46.71875,10.649190902709961,63.0,0.0,0.0,1.0,111.0,17.399999618530273,1.235417127609253,0.49517807364463806
39,49.812835693359375,15.311447143554688,84.5,0.0,0.0,1.0,111.0,19.549999237060547,1.0701587200164795,0.3203962743282318
40,51.75,8.1767578125,68.0,0.0,0.0,1.0,111.0,17.899999618530273,1.0843933820724487,0.036940038204193115
41,42.493385314941406,21.642227172851562,65.0,0.0,0.0,1.0,111.0,17.600000381469727,1.2459356784820557,0.22607764601707458
42,36.3076171875,19.335712432861328,62.0,0.0,0.0,1.0,111.0,17.299999237060547,1.3047419786453247,0.25193658471107483
43,40.12981414794922,18.052288055419922,62.5,0.0,0.0,1.0,111.0,17.350000381469727,1.3695151805877686,0.2119891345500946
44,20.332826614379883,22.370939254760742,70.5,0.0,0.0,1.0,111.0,18.149999618530273,1.2508699893951416,0.09294594824314117
45,55.0625,8.463848114013672,65.0,0.0,0.0,1.0,111.0,17.600000381469727,1.2319477796554565,-0.015218138694763184
46,44.20750427246094,24.125207901000977,72.0,0.0,0.0,1.0,111.0,18.299999237060547,1.167758822441101,0.08574061840772629
47,43.14786148071289,15.219337463378906,70.0,0.0,0.0,1.0,111.0,18.100000381469727,1.2556581497192383,0.036783359944820404
48,43.693084716796875,19.919769287109375,66.5,0.0,0.0,1.0,111.0,17.75,1.1535688638687134,-0.08838526159524918
49,63.60975646972656,9.33387565612793,76.0,0.0,0.0,1.0,111.0,18.700000762939453,1.318188190460205,0.13022905588150024
50,53.765625,9.028587341308594,71.0,0.0,0.0,1.0,111.0,18.200000762939453,1.3352420330047607,-0.010298550128936768
51,43.98251724243164,14.623666763305664,65.0,0.0,0.0,1.0,111.0,17.600000381469727,1.465456247329712,0.07749397307634354
52,31.071144104003906,15.735464096069336,53.0,0.0,0.0,1.0,111.0,16.399999618530273,1.472241759300232,0.07874469459056854
53,54.375,4.945010185241699,64.0,0.0,0.0,1.0,111.0,17.5,1.5576280355453491,-0.15361694991588593
54,23.405742645263672,31.86839485168457,82.0,0.0,0.0,1.0,111.0,19.299999237060547,1.4911807775497437,-0.072251096367836
55,48.578125,5.1918044090271,56.0,0.0,0.0,1.0,111.0,16.700000762939453,1.8395787477493286,-0.05101700499653816
56,53.9375,6.01268196105957,66.0,0.0,0.0,1.0,111.0,17.700000762939453,1.7940905094146729,0.027412261813879013
57,55.25,6.370096206665039,65.0,0.0,0.0,1.0,111.0,17.600000381469727,1.931678056716919,0.05195628106594086
58,40.234375,6.732598304748535,51.5,0.0,0.0,1.0,111.0,16.25,1.895078420639038,-0.09955562651157379
59,46.16264343261719,28.06126594543457,75.5,0.0,0.0,1.0,111.0,18.649999618530273,1.895126223564148,-0.1899079978466034
60,4.1394429206848145,17.155061721801758,48.5,0.0,0.0,1.0,111.0,15.949999809265137,2.0673773288726807,-0.3009900748729706
61,52.875,5.718664646148682,64.0,0.0,0.0,1.0,111.0,17.5,2.034409999847412,-0.44841882586479187
62,49.4375,3.4249773025512695,54.5,0.0,0.0,1.0,111.0,16.549999237060547,2.002751350402832,-0.4425041675567627
63,45.36872100830078,10.911229133605957,60.5,0.0,0.0,1.0,111.0,17.149999618530273,2.035722017288208,-0.32628506422042847
64,52.234375,6.023371696472168,63.5,0.0,0.0,1.0,111.0,17.450000762939453,2.1402218341827393,-0.30632421374320984
65,42.296875,3.287902593612671,47.0,0.0,0.0,1.0,111.0,15.800000190734863,2.1954195499420166,-0.39507871866226196
66,50.234375,5.316519737243652,62.0,0.0,0.0,1.0,111.0,17.299999237060547,2.308150291442871,-0.4230036735534668
67,49.59375,9.079886436462402,65.0,0.0,0.0,1.0,111.0,17.600000381469727,2.4432015419006348,-0.41225767135620117
68,42.140625,4.07974100112915,49.5,0.0,0.0,1.0,111.0,16.049999237060547,2.5375614166259766,-0.3575797975063324
69,54.17490005493164,12.407548904418945,76.0,0.0,0.0,1.0,111.0,18.700000762939453,2.567294120788574,-0.4661841094493866
70,36.466087341308594,19.647382736206055,57.0,0.0,0.0,1.0,111.0,16.799999237060547,2.4657740592956543,-0.5227794647216797
71,32.318565368652344,20.139339447021484,51.5,0.0,0.0,1.0,111.0,16.25,2.3045902252197266,-0.6627784967422485
72,45.79556655883789,19.6186466217041,70.0,0.0,0.0,1.0,111.0,18.100000381469727,2.466933012008667,-0.6372359395027161
73,37.015625,6.754031658172607,49.0,0.0,0.0,1.0,111.0,16.0,2.4270200729370117,-0.6206400394439697
74,41.34375,4.634175777435303,51.5,0.0,0.0,1.0,111.0,16.25,2.387838363647461,-0.6434115767478943
75,47.171875,3.9776904582977295,54.0,0.0,0.0,1.0,111.0,16.5,2.1647861003875732,-0.5119552612304688
76,42.01190948486328,14.895944595336914,65.5,0.0,0.0,1.0,111.0,17.649999618530273,2.403945207595825,-0.5831486582756042
77,42.399070739746094,9.952962875366211,64.5,0.0,0.0,1.0,111.0,17.549999237060547,2.196868419647217,-0.37218984961509705
78,14.736246109008789,34.12474060058594,62.0,0.0,0.0,1.0,111.0,17.299999237060547,2.280144691467285,-0.47520798444747925
79,48.421875,4.430204391479492,56.0,0.0,0.0,1.0,111.0,16.700000762939453,2.4114136695861816,-0.4667791724205017
80,56.71875,3.707967519760132,64.0,0.0,0.0,1.0,111.0,17.5,2.414593458175659,-0.5881035327911377
81,46.79627990722656,19.21559715270996,73.5,0.0,0.0,1.0,111.0,18.450000762939453,2.4304585456848145,-0.6546733379364014
82,55.265625,6.213624477386475,67.0,0.0,0.0,1.0,111.0,17.799999237060547,2.42676043510437,-0.7104450464248657
83,39.421875,9.603961944580078,59.5,0.0,0.0,1.0,111.0,17.049999237060547,2.3720762729644775,-0.5033867359161377
84,24.40472984313965,28.049331665039062,55.0,0.0,0.0,1.0,111.0,16.600000381469727,2.3981616497039795,-0.4926215410232544
85,48.00091552734375,23.85413360595703,68.0,0.0,0.0,1.0,111.0,17.899999618530273,2.434941291809082,-0.36504030227661133
86,40.96968078613281,17.920055389404297,65.5,0.0,0.0,1.0,111.0,17.649999618530273,2.529865026473999,-0.3768373429775238
87,21.324464797973633,11.827729225158691,51.0,0.0,0.0,1.0,111.0,16.200000762939453,2.599170207977295,-0.30333590507507324
88,28.63485336303711,16.44786262512207,62.5,0.0,0.0,1.0,111.0,17.350000381469727,2.6653249263763428,-0.08299927413463593
89,47.342620849609375,10.954813003540039,69.0,0.0,0.0,1.0,111.0,18.0,2.5657312870025635,0.04521489143371582
90,48.734375,5.406859397888184,59.5,0.0,0.0,1.0,111.0,17.049999237060547,2.582221508026123,-0.0037281885743141174
91,54.046875,5.30530309677124,62.5,0.0,0.0,1.0,111.0,17.350000381469727,2.689711332321167,0.10577508062124252
92,57.234375,6.293578624725342,68.5,0.0,0.0,1.0,111.0,17.950000762939453,2.672434091567993,-0.022685803472995758
93,51.703125,7.862946510314941,68.5,0.0,0.0,1.0,111.0,17.950000762939453,2.76536226272583,-0.04078889638185501
94,14.233319282531738,20.532760620117188,50.0,0.0,0.0,1.0,111.0,16.100000381469727,2.888322353363037,0.10934928804636002
95,55.609375,6.193159580230713,63.5,0.0,0.0,1.0,111.0,17.450000762939453,2.8937838077545166,0.055522315204143524
96,49.04560852050781,18.88584327697754,65.0,0.0,0.0,1.0,111.0,17.600000381469727,2.900242805480957,-0.004708755761384964
97,23.723678588867188,18.209453582763672,58.5,0.0,0.0,1.0,111.0,16.950000762939453,2.811296224594116,0.15841777622699738
98,52.109375,8.199403762817383,66.0,0.0,0.0,1.0,111.0,17.700000762939453,2.8767783641815186,0.26667720079421997
99,63.484375,7.768610954284668,73.5,0.0,0.0,1.0,111.0,18.450000762939453,2.870361089706421,0.21831095218658447
100,49.2216796875,13.274157524108887,62.5,0.0,0.0,1.0,111.0,17.350000381469727,2.847130298614502,0.31474795937538147
