iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2
1,5.984375,3.0400564670562744,13.0,0.0,0.0,1.0,111.0,12.399999618530273,3.296485424041748,1.1701107025146484,0.9719617366790771
2,7.421875,2.3422391414642334,12.5,0.0,0.0,1.0,111.0,12.350000381469727,3.250710964202881,1.235715389251709,0.814058244228363
3,7.015625,2.6323835849761963,13.0,0.0,0.0,1.0,111.0,12.399999618530273,3.405670166015625,1.2168583869934082,1.0656483173370361
4,7.1875,3.068871021270752,13.5,0.0,0.0,1.0,111.0,12.449999809265137,3.5012474060058594,1.161259412765503,0.9474724531173706
5,4.78125,1.841099739074707,9.5,0.0,0.0,1.0,111.0,12.050000190734863,3.5845823287963867,1.2957230806350708,1.103696346282959
6,8.390625,3.3511526584625244,13.5,0.0,0.0,1.0,111.0,12.449999809265137,3.6647486686706543,1.3251194953918457,1.3023228645324707
7,7.0625,2.6538591384887695,11.5,0.0,0.0,1.0,111.0,12.25,3.7463223934173584,1.3076536655426025,1.321578025817871
8,5.734375,2.270684003829956,10.5,0.0,0.0,1.0,111.0,12.149999618530273,3.6136162281036377,1.4644992351531982,1.1759586334228516
9,9.1875,1.0439558029174805,11.5,0.0,0.0,1.0,111.0,12.25,3.6231424808502197,1.5951957702636719,1.3053326606750488
10,8.59375,1.993887186050415,11.0,0.0,0.0,1.0,111.0,12.199999809265137,3.46319580078125,1.491441011428833,1.38775634765625
11,1.921875,1.1395542621612549,4.0,0.0,0.0,1.0,111.0,11.5,3.616773843765259,1.681879997253418,1.4349557161331177
12,4.8125,2.2767508029937744,9.0,0.0,0.0,1.0,111.0,12.0,3.756304979324341,1.665793538093567,1.4393715858459473
13,6.15625,1.734023094177246,9.5,0.0,0.0,1.0,111.0,12.050000190734863,3.8750858306884766,1.676900863647461,1.4084850549697876
14,6.53125,2.5215864181518555,11.0,0.0,0.0,1.0,111.0,12.199999809265137,4.123928070068359,1.6811423301696777,1.365799069404602
15,8.65625,2.544717311859131,12.5,0.0,0.0,1.0,111.0,12.350000381469727,4.237473487854004,1.6211553812026978,1.4664306640625
16,7.890625,1.482893943786621,10.5,0.0,0.0,1.0,111.0,12.149999618530273,4.179293155670166,1.497344970703125,1.4111520051956177
17,8.796875,3.1196439266204834,13.5,0.0,0.0,1.0,111.0,12.449999809265137,4.203701496124268,1.5102170705795288,1.409125566482544
18,9.1875,2.5761830806732178,13.5,0.0,0.0,1.0,111.0,12.449999809265137,4.3483805656433105,1.5832092761993408,1.4267683029174805
19,9.53125,2.113710880279541,13.5,0.0,0.0,1.0,111.0,12.449999809265137,4.1248297691345215,1.7898297309875488,1.7113580703735352
20,6.953125,0.9130937457084656,9.0,0.0,0.0,1.0,111.0,12.0,4.138434886932373,1.892063021659851,1.8480490446090698
21,6.828125,1.4556429386138916,9.5,0.0,0.0,1.0,111.0,12.050000190734863,4.094280242919922,1.7551064491271973,1.7521672248840332
22,3.5625,2.48982310295105,7.5,0.0,0.0,1.0,111.0,11.850000381469727,3.9581947326660156,1.675926685333252,1.7464927434921265
23,9.375,3.002603054046631,15.0,0.0,0.0,1.0,111.0,12.600000381469727,4.315387725830078,1.5749733448028564,1.7823048830032349
24,5.75,3.41869854927063,10.0,0.0,0.0,1.0,111.0,12.100000381469727,4.397378444671631,1.4315377473831177,1.7670012712478638
25,10.4375,2.530285358428955,14.5,0.0,0.0,1.0,111.0,12.550000190734863,4.431008815765381,1.6292297840118408,1.8415143489837646
26,7.46875,3.249849796295166,15.0,0.0,0.0,1.0,111.0,12.600000381469727,4.387545108795166,1.5284907817840576,1.9759244918823242
27,5.640625,1.2004841566085815,7.5,0.0,0.0,1.0,111.0,11.850000381469727,4.340591907501221,1.6331316232681274,2.0020101070404053
28,8.625,2.9474565982818604,13.5,0.0,0.0,1.0,111.0,12.449999809265137,4.424469470977783,1.652051568031311,1.938077688217163
29,9.390625,3.591949224472046,16.5,0.0,0.0,1.0,111.0,12.75,4.4052863121032715,1.6159021854400635,1.8995441198349
30,6.4375,2.174964189529419,10.0,0.0,0.0,1.0,111.0,12.100000381469727,4.554538249969482,1.6157652139663696,1.8767417669296265
31,5.5,3.3541018962860107,11.0,0.0,0.0,1.0,111.0,12.199999809265137,4.526376724243164,1.4896702766418457,1.8703346252441406
32,7.515625,3.3598837852478027,14.0,0.0,0.0,1.0,111.0,12.5,4.558597087860107,1.5399131774902344,1.9012541770935059
33,8.0,1.8413649797439575,12.0,0.0,0.0,1.0,111.0,12.300000190734863,4.576024055480957,1.569240689277649,1.8995434045791626
34,6.609375,1.3791662454605103,10.0,0.0,0.0,1.0,111.0,12.100000381469727,4.728110313415527,1.4775633811950684,1.828279733657837
35,9.796875,2.2564468383789062,14.0,0.0,0.0,1.0,111.0,12.5,4.737037181854248,1.5804312229156494,1.7188442945480347
36,6.421875,2.5712027549743652,11.0,0.0,0.0,1.0,111.0,12.199999809265137,4.544559001922607,1.75788414478302,1.6484698057174683
37,9.265625,3.0077617168426514,14.5,0.0,0.0,1.0,111.0,12.550000190734863,4.492730617523193,1.8986682891845703,1.550931692123413
38,9.03125,1.560936689376831,11.5,0.0,0.0,1.0,111.0,12.25,4.500645637512207,2.1031341552734375,1.576003074645996
39,3.9375,2.557922840118408,9.5,0.0,0.0,1.0,111.0,12.050000190734863,4.450925827026367,2.064268112182617,1.5926296710968018
40,6.71875,2.3813648223876953,12.0,0.0,0.0,1.0,111.0,12.300000190734863,4.533083438873291,2.031825065612793,1.5134656429290771
41,9.140625,3.356975793838501,15.0,0.0,0.0,1.0,111.0,12.600000381469727,4.53648042678833,2.207520008087158,1.4997658729553223
42,7.171875,1.5186824798583984,10.5,0.0,0.0,1.0,111.0,12.149999618530273,4.740008354187012,2.295036554336548,1.3701211214065552
43,9.609375,1.987202763557434,15.5,0.0,0.0,1.0,111.0,12.649999618530273,4.870619297027588,2.3737874031066895,1.4995753765106201
44,5.4375,2.5116913318634033,10.5,0.0,0.0,1.0,111.0,12.149999618530273,4.81907844543457,2.377551317214966,1.4603112936019897
45,6.734375,1.4894649982452393,10.0,0.0,0.0,1.0,111.0,12.100000381469727,4.84778356552124,2.3969733715057373,1.4372144937515259
46,9.578125,1.887911319732666,13.5,0.0,0.0,1.0,111.0,12.449999809265137,4.834875583648682,2.451115131378174,1.659579873085022
47,9.15625,1.760848045349121,13.5,0.0,0.0,1.0,111.0,12.449999809265137,5.031044960021973,2.396960496902466,1.7084228992462158
48,8.0625,1.6944302320480347,10.5,0.0,0.0,1.0,111.0,12.149999618530273,4.954562187194824,2.466782331466675,1.6057205200195312
49,11.328125,2.199465036392212,15.5,0.0,0.0,1.0,111.0,12.649999618530273,4.821160793304443,2.449239492416382,1.5484930276870728
50,11.03125,3.020599842071533,16.0,0.0,0.0,1.0,111.0,12.699999809265137,4.885177135467529,2.476112127304077,1.549317479133606
51,9.46875,2.769638776779175,15.5,0.0,0.0,1.0,111.0,12.649999618530273,4.608509063720703,2.4219002723693848,1.5953586101531982
52,9.03125,2.9286768436431885,14.5,0.0,0.0,1.0,111.0,12.550000190734863,4.567422866821289,2.5470290184020996,1.6297483444213867
53,10.234375,1.9684399366378784,13.5,0.0,0.0,1.0,111.0,12.449999809265137,4.61117696762085,2.5551254749298096,1.6887656450271606
54,13.796875,2.8363142013549805,18.0,0.0,0.0,1.0,111.0,12.899999618530273,4.608644485473633,2.4900734424591064,1.6576226949691772
55,10.015625,1.885323166847229,14.0,0.0,0.0,1.0,111.0,12.5,4.635172367095947,2.2890117168426514,1.6434099674224854
56,6.640625,2.8864834308624268,11.0,0.0,0.0,1.0,111.0,12.199999809265137,4.749726295471191,2.1778738498687744,1.7072840929031372
57,9.9375,1.2358574867248535,12.0,0.0,0.0,1.0,111.0,12.300000190734863,4.8274078369140625,2.092078685760498,1.7148460149765015
58,5.359375,3.6576852798461914,10.0,0.0,0.0,1.0,111.0,12.100000381469727,4.838776588439941,2.271824836730957,1.7825217247009277
59,8.65625,2.6233253479003906,13.0,0.0,0.0,1.0,111.0,12.399999618530273,4.792237281799316,2.2992329597473145,1.7897534370422363
60,11.71875,2.182807445526123,15.5,0.0,0.0,1.0,111.0,12.649999618530273,4.813369274139404,2.365217447280884,1.7892765998840332
61,7.796875,2.178945302963257,12.5,0.0,0.0,1.0,111.0,12.350000381469727,4.7953596115112305,2.3553285598754883,1.6244958639144897
62,9.828125,2.2967686653137207,15.0,0.0,0.0,1.0,111.0,12.600000381469727,4.798304080963135,2.263939619064331,1.5178697109222412
63,6.734375,0.7601847648620605,8.5,0.0,0.0,1.0,111.0,11.949999809265137,4.813164710998535,2.122274398803711,1.5733139514923096
64,6.390625,1.467003583908081,9.0,0.0,0.0,1.0,111.0,12.0,4.920938968658447,2.199660301208496,1.546180009841919
