iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2,v3
1,-577.981201171875,58.4916877746582,-463.36663818359375,0.0,0.4000000059604645,0.6000000238418579,217.6999969482422,9.149999618530273,12.467378616333008,0.8837267756462097,0.8664116263389587,-1.0441135168075562
2,-577.285400390625,67.98159790039062,-393.5333251953125,0.0,0.30000001192092896,0.699999988079071,256.45001220703125,8.550000190734863,12.626399993896484,0.890710711479187,0.8917040824890137,-1.125895619392395
3,-557.90625,38.158756256103516,-446.933349609375,0.0,0.4000000059604645,0.6000000238418579,227.35000610351562,10.149999618530273,12.65717887878418,1.0818783044815063,0.9640579223632812,-1.187318205833435
4,-618.0093383789062,67.01262664794922,-518.0999755859375,0.0,0.550000011920929,0.44999998807907104,224.10000610351562,10.75,12.732019424438477,1.1003882884979248,0.8552834987640381,-1.200085997581482
5,-641.8958129882812,90.75617980957031,-476.16668701171875,0.0,0.4000000059604645,0.6000000238418579,216.5,7.949999809265137,12.81007194519043,1.1375426054000854,0.9966700673103333,-1.1076909303665161
6,-522.71875,42.85034942626953,-435.0,0.0,0.3499999940395355,0.6499999761581421,237.75,8.149999618530273,12.840282440185547,1.0140454769134521,0.9699500799179077,-1.0842045545578003
7,-589.8698120117188,63.46379089355469,-393.1333312988281,0.0,0.30000001192092896,0.699999988079071,253.3000030517578,8.800000190734863,12.975595474243164,1.082924485206604,0.9959715604782104,-1.0716392993927002
8,-583.83544921875,54.27326202392578,-491.13330078125,0.0,0.44999998807907104,0.550000011920929,236.0500030517578,7.650000095367432,13.03348445892334,1.154212236404419,1.189098834991455,-1.0973912477493286
9,-544.8333129882812,62.73368453979492,-425.9667053222656,0.0,0.4000000059604645,0.6000000238418579,246.0500030517578,11.0,13.090076446533203,1.1862722635269165,1.218528151512146,-1.03964364528656
10,-632.0302124023438,53.7885856628418,-531.2667236328125,0.0,0.5,0.550000011920929,213.35000610351562,7.650000095367432,13.100838661193848,1.1815297603607178,1.1226177215576172,-0.9011985063552856
11,-592.3614501953125,51.33102798461914,-505.29998779296875,0.0,0.44999998807907104,0.550000011920929,212.5500030517578,7.800000190734863,13.147347450256348,1.1522737741470337,1.1735605001449585,-0.8014834523200989
12,-568.4937744140625,98.49281311035156,-333.26666259765625,0.0,0.20000000298023224,0.800000011920929,265.8500061035156,8.949999809265137,13.308591842651367,1.225603699684143,1.1728482246398926,-0.7708629369735718
13,-516.6395263671875,57.942047119140625,-390.5333251953125,0.0,0.30000001192092896,0.699999988079071,247.4499969482422,9.449999809265137,13.417617797851562,1.1898488998413086,1.1423643827438354,-0.5955609679222107
14,-587.6593627929688,55.402244567871094,-459.33331298828125,0.0,0.4000000059604645,0.6000000238418579,230.5,8.699999809265137,13.495268821716309,1.1243683099746704,1.1820820569992065,-0.6093798279762268
15,-598.63232421875,63.284950256347656,-443.0,0.0,0.3499999940395355,0.6499999761581421,239.25,7.25,13.520485877990723,1.0448662042617798,1.2965208292007446,-0.7326247692108154
16,-543.5010986328125,75.74983215332031,-379.9333190917969,0.0,0.30000001192092896,0.699999988079071,252.10000610351562,10.199999809265137,13.563608169555664,1.1147555112838745,1.3285976648330688,-0.5830369591712952
17,-623.6749877929688,54.87061309814453,-501.66668701171875,0.0,0.44999998807907104,0.550000011920929,209.0,8.399999618530273,13.663969039916992,1.4220654964447021,1.226139783859253,-0.7317895293235779
18,-664.8531494140625,43.645118713378906,-565.0333251953125,0.0,0.5,0.5,187.4499969482422,6.0,13.668684005737305,1.5364267826080322,1.393942952156067,-0.6431987285614014
19,-641.17919921875,57.99910354614258,-517.2000122070312,0.0,0.5,0.5,208.9499969482422,9.350000381469727,13.701125144958496,1.595149040222168,1.532677412033081,-0.5397328734397888
20,-662.7937622070312,65.07188415527344,-535.2999877929688,0.0,0.5,0.5,191.5500030517578,8.699999809265137,13.752500534057617,1.8811116218566895,1.7638964653015137,-0.5847497582435608
21,-604.9114990234375,58.15437316894531,-497.63336181640625,0.0,0.5,0.5,225.5500030517578,10.199999809265137,13.886215209960938,1.844622015953064,1.8571721315383911,-0.5514447689056396
22,-569.754150390625,43.30544662475586,-475.63336181640625,0.0,0.4000000059604645,0.6000000238418579,224.0500030517578,7.5,13.908166885375977,2.051058769226074,1.6325196027755737,-0.4006931781768799
23,-678.375,60.228580474853516,-565.5333251953125,0.0,0.550000011920929,0.44999998807907104,192.6999969482422,8.100000381469727,14.124419212341309,2.213092565536499,1.5763373374938965,-0.2750694453716278
24,-563.215576171875,67.75106048583984,-424.3999938964844,0.0,0.4000000059604645,0.6000000238418579,248.39999389648438,11.0,14.22567081451416,2.3170907497406006,1.5832756757736206,-0.3342136740684509
25,-654.640625,49.970436096191406,-520.3666381835938,0.0,0.5,0.5,204.9499969482422,9.300000190734863,14.373556137084961,2.3057966232299805,1.7087723016738892,-0.3019978702068329
26,-560.277099609375,59.248016357421875,-443.63336181640625,0.0,0.3499999940395355,0.6499999761581421,227.0500030517578,8.0,14.481657028198242,2.1636502742767334,1.542190432548523,-0.4219006896018982
27,-681.203125,51.202491760253906,-588.6333618164062,0.0,0.550000011920929,0.44999998807907104,182.8000030517578,6.449999809265137,14.56956958770752,2.3433098793029785,1.3873896598815918,-0.5613937377929688
28,-612.9083251953125,56.2453727722168,-495.9666442871094,0.0,0.4000000059604645,0.6000000238418579,217.5500030517578,5.900000095367432,14.66469669342041,2.3082947731018066,1.2601714134216309,-0.5430929660797119
29,-672.0927124023438,46.80706787109375,-580.8666381835938,0.0,0.6000000238418579,0.4000000059604645,190.6999969482422,9.199999809265137,14.686439514160156,2.400211811065674,1.3805068731307983,-0.5838192105293274
30,-602.277099609375,64.79536437988281,-458.66668701171875,0.0,0.4000000059604645,0.6000000238418579,230.0,8.800000190734863,14.880660057067871,2.474602222442627,1.4887895584106445,-0.7630178332328796
31,-570.57080078125,52.89492416381836,-447.36669921875,0.0,0.4000000059604645,0.6000000238418579,231.9499969482422,9.800000190734863,15.014572143554688,2.5310425758361816,1.545852541923523,-0.6763992309570312
32,-588.863525390625,61.45227813720703,-465.3999938964844,0.0,0.4000000059604645,0.6000000238418579,222.89999389648438,8.600000381469727,15.090814590454102,2.666541576385498,1.5336112976074219,-0.7273827195167542
33,-550.25,73.8921127319336,-405.60003662109375,0.0,0.30000001192092896,0.699999988079071,230.85000610351562,9.050000190734863,15.195355415344238,2.5819201469421387,1.6601362228393555,-0.7588958740234375
34,-553.8228759765625,50.67287063598633,-429.4667053222656,0.0,0.3499999940395355,0.6499999761581421,225.0500030517578,9.550000190734863,15.327274322509766,2.4856438636779785,1.6861459016799927,-0.8555147647857666
35,-569.784423828125,57.32447814941406,-450.36663818359375,0.0,0.5,0.5,241.6999969482422,13.850000381469727,15.404669761657715,2.3390746116638184,1.8336068391799927,-0.7407929301261902
36,-546.573974609375,33.765037536621094,-463.6666564941406,0.0,0.44999998807907104,0.550000011920929,238.25,10.25,15.499991416931152,2.3130953311920166,1.6276973485946655,-0.8044393658638
37,-545.9281005859375,38.03561019897461,-482.4667053222656,0.0,0.44999998807907104,0.550000011920929,217.5500030517578,9.75,15.565403938293457,2.2224111557006836,1.6349420547485352,-0.7300807237625122
38,-536.55517578125,63.905418395996094,-423.79998779296875,0.0,0.3499999940395355,0.6499999761581421,241.8000030517578,9.0,15.629172325134277,1.9421701431274414,1.47161066532135,-0.7376875877380371
39,-539.745849609375,59.5588264465332,-445.76666259765625,0.0,0.4000000059604645,0.6000000238418579,225.35000610351562,10.399999618530273,15.64059066772461,1.8799526691436768,1.603197693824768,-0.743559718132019
40,-577.0948486328125,42.24476623535156,-468.93328857421875,0.0,0.44999998807907104,0.550000011920929,235.60000610351562,9.899999618530273,15.661288261413574,1.7645008563995361,1.6166025400161743,-0.6325887441635132
41,-530.4375,73.80132293701172,-353.6000061035156,0.0,0.25,0.75,263.1000061035156,9.600000381469727,15.729610443115234,1.8755521774291992,1.4859874248504639,-0.6264346241950989
42,-448.10101318359375,53.40999984741211,-368.4666748046875,0.0,0.25,0.75,259.54998779296875,8.350000381469727,15.740643501281738,1.9329859018325806,1.5141160488128662,-0.5653045177459717
43,-514.6031494140625,35.73649597167969,-439.0,0.0,0.3499999940395355,0.6499999761581421,234.0,8.0,15.795550346374512,2.0831751823425293,1.5770376920700073,-0.5076407790184021
44,-544.69482421875,46.17889404296875,-414.73333740234375,0.0,0.4000000059604645,0.6000000238418579,237.39999389648438,12.699999809265137,15.947524070739746,1.9183539152145386,1.5774893760681152,-0.5649605393409729
45,-511.0802307128906,69.63892364501953,-370.73333740234375,0.0,0.30000001192092896,0.699999988079071,260.6499938964844,10.550000190734863,16.055288314819336,1.8601930141448975,1.676866054534912,-0.40341755747795105
46,-546.9468994140625,60.26639175415039,-440.2333068847656,0.0,0.3499999940395355,0.6499999761581421,240.39999389648438,7.449999809265137,16.214508056640625,1.8834466934204102,1.724642276763916,-0.4335685670375824
47,-553.995849609375,59.83375930786133,-408.73333740234375,0.0,0.3499999940395355,0.6499999761581421,247.14999389648438,10.149999618530273,16.23448944091797,2.1022815704345703,1.8891290426254272,-0.426947683095932
48,-674.3145751953125,56.069732666015625,-549.4332885742188,0.0,0.550000011920929,0.44999998807907104,192.10000610351562,9.75,16.28887939453125,1.9301105737686157,1.6470435857772827,-0.3916492462158203
49,-611.949951171875,49.874053955078125,-499.20001220703125,0.0,0.44999998807907104,0.550000011920929,211.1999969482422,8.5,16.395923614501953,1.9253013134002686,1.6508979797363281,-0.38413292169570923
50,-543.2802124023438,57.69389343261719,-425.06671142578125,0.0,0.3499999940395355,0.6499999761581421,224.89999389648438,10.0,16.424814224243164,2.0104517936706543,1.372395396232605,-0.45652255415916443
51,-622.0416259765625,65.60609436035156,-499.29998779296875,0.0,0.5,0.5,223.0500030517578,10.199999809265137,16.539125442504883,1.9283950328826904,1.387987732887268,-0.4271952509880066
52,-573.456298828125,52.214107513427734,-458.13330078125,0.0,0.4000000059604645,0.6000000238418579,233.0500030517578,8.649999618530273,16.64584732055664,1.9578475952148438,1.5508641004562378,-0.5249633193016052
53,-612.2677001953125,50.50629806518555,-485.0,0.0,0.44999998807907104,0.550000011920929,222.75,9.149999618530273,16.64604377746582,2.130178689956665,1.5283880233764648,-0.6914589405059814
54,-655.3759765625,51.53915786743164,-527.63330078125,0.0,0.5,0.5,208.3000030517578,8.350000381469727,16.64609718322754,2.11501407623291,1.501847505569458,-0.8219578266143799
55,-652.2052001953125,47.60546875,-543.7999877929688,0.0,0.5,0.5,192.3000030517578,7.800000190734863,16.773954391479492,2.115522861480713,1.3625452518463135,-0.9512484073638916
56,-570.3948364257812,46.00638961791992,-483.63330078125,0.0,0.44999998807907104,0.550000011920929,214.3000030517578,9.850000381469727,16.82916259765625,2.0596511363983154,1.4319641590118408,-0.9086152911186218
57,-581.855224609375,43.077667236328125,-501.86663818359375,0.0,0.44999998807907104,0.550000011920929,204.1999969482422,8.699999809265137,16.849313735961914,2.009108066558838,1.571143388748169,-0.9111074209213257
58,-641.9270629882812,77.6503677368164,-482.76666259765625,0.0,0.44999998807907104,0.550000011920929,215.60000610351562,9.850000381469727,16.992311477661133,1.9993852376937866,1.4718481302261353,-0.7854352593421936
59,-574.7979125976562,56.07655715942383,-467.29998779296875,0.0,0.4000000059604645,0.6000000238418579,224.5500030517578,8.300000190734863,17.06313133239746,2.077913761138916,1.3410277366638184,-0.8663122653961182
60,-573.8499755859375,49.66176986694336,-471.2333068847656,0.0,0.44999998807907104,0.550000011920929,215.64999389648438,11.0,17.105363845825195,1.9894421100616455,1.1470897197723389,-0.894966721534729
61,-621.863525390625,44.3767204284668,-535.4999389648438,0.0,0.550000011920929,0.5,218.25,9.399999618530273,17.203676223754883,2.006495475769043,1.2629454135894775,-1.010298490524292
62,-598.0572509765625,49.65582275390625,-476.73333740234375,0.0,0.44999998807907104,0.550000011920929,210.39999389648438,10.800000190734863,17.248159408569336,2.078718662261963,1.4395484924316406,-1.2162165641784668
63,-627.7739868164062,41.63232421875,-547.0,0.0,0.6000000238418579,0.4000000059604645,197.25,12.149999618530273,17.298534393310547,2.2252326011657715,1.4362421035766602,-1.2638405561447144
64,-552.1114501953125,52.826316833496094,-454.1000061035156,0.0,0.4000000059604645,0.6000000238418579,236.10000610351562,8.850000381469727,17.481212615966797,2.3970589637756348,1.338902235031128,-1.1455185413360596
65,-637.9281005859375,50.38473892211914,-513.7999877929688,0.0,0.5,0.5,204.3000030517578,10.0,17.52060317993164,2.568995237350464,1.3950183391571045,-1.1077890396118164
66,-466.109375,48.86415481567383,-384.0999755859375,0.0,0.30000001192092896,0.699999988079071,252.60000610351562,9.75,17.599098205566406,2.643575668334961,1.5413739681243896,-1.046856164932251
