iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1
1,41.765625,4.331902503967285,51.5,0.0,0.0,1.0,100.0,15.149999618530273,1.0604650974273682,1.111467957496643
2,39.84375,11.528116226196289,58.0,0.0,0.0,1.0,100.0,15.800000190734863,1.2134497165679932,0.9503052830696106
3,34.0625,18.504961013793945,59.5,0.0,0.0,1.0,100.0,15.949999809265137,1.0898442268371582,0.8257838487625122
4,35.515625,18.185367584228516,61.5,0.0,0.0,1.0,100.0,16.149999618530273,0.7679100632667542,0.7846851348876953
5,35.90625,8.50775146484375,43.0,0.0,0.0,1.0,100.0,14.300000190734863,0.8635299205780029,0.9864568710327148
6,26.203125,7.860959053039551,42.0,0.0,0.0,1.0,100.0,14.199999809265137,1.0569013357162476,0.9298233389854431
7,37.46249771118164,16.546218872070312,55.5,0.0,0.0,1.0,100.0,15.550000190734863,1.0342447757720947,1.0639185905456543
8,41.703125,4.819976806640625,51.5,0.0,0.0,1.0,100.0,15.149999618530273,1.1702415943145752,1.0318083763122559
9,39.078125,5.270954132080078,53.0,0.0,0.0,1.0,100.0,15.300000190734863,1.0756616592407227,0.9188496470451355
10,33.84687423706055,8.347267150878906,57.5,0.0,0.0,1.0,100.0,15.75,1.0154201984405518,0.966842770576477
11,41.28125,6.522721767425537,54.0,0.0,0.0,1.0,100.0,15.399999618530273,0.9663472175598145,0.833436131477356
12,40.328125,5.974698543548584,51.5,0.0,0.0,1.0,100.0,15.149999618530273,0.9781495332717896,0.8111010789871216
13,20.421875,17.064266204833984,49.5,0.0,0.0,1.0,100.0,14.949999809265137,0.9865393042564392,0.7711650133132935
14,45.37812423706055,6.21146821975708,52.0,0.0,0.0,1.0,100.0,15.199999809265137,0.918393075466156,0.7446501851081848
15,49.837501525878906,7.965933322906494,63.0,0.0,0.0,1.0,100.0,16.299999237060547,0.6900273561477661,0.6116158962249756
16,43.009376525878906,16.025104522705078,61.5,0.0,0.0,1.0,100.0,16.149999618530273,0.38728705048561096,0.3516152501106262
17,49.66874694824219,16.729921340942383,80.5,0.0,0.0,1.0,100.0,18.049999237060547,0.5457842350006104,0.5762297511100769
18,55.296875,13.433783531188965,71.5,0.0,0.0,1.0,100.0,17.149999618530273,0.5578691959381104,0.42172956466674805
