iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2,v3
1,-882.28955078125,16.01812744140625,-839.3665771484375,0.0,0.8999999761581421,0.10000000149011612,123.94999694824219,2.799999952316284,11.397111892700195,1.068458080291748,1.0302764177322388,-0.9604825973510742
2,-831.941650390625,34.5554313659668,-725.6333618164062,0.0,0.75,0.25,156.5500030517578,4.5,11.51932430267334,0.6790520548820496,0.961036205291748,-0.9120607972145081
3,-857.65625,42.24812698364258,-753.7999877929688,0.0,0.800000011920929,0.20000000298023224,150.3000030517578,4.599999904632568,11.637938499450684,0.8584217429161072,1.0373320579528809,-0.9370759725570679
4,-888.504150390625,29.652141571044922,-819.2999877929688,0.0,0.8500000238418579,0.15000000596046448,118.80000305175781,2.6500000953674316,11.80589485168457,0.7944472432136536,0.7825360298156738,-1.0074656009674072
5,-874.0614013671875,46.458518981933594,-783.566650390625,0.0,0.8500000238418579,0.20000000298023224,147.64999389648438,4.300000190734863,11.859020233154297,0.882921576499939,0.9434993267059326,-0.9325236082077026
6,-860.8291625976562,43.915771484375,-652.9666137695312,0.0,0.6499999761581421,0.3499999940395355,174.8000030517578,5.550000190734863,11.983072280883789,1.040425181388855,0.9035097360610962,-0.9050893783569336
7,-731.1823120117188,113.37137603759766,-532.0167236328125,0.0,0.5,0.44999998807907104,212.85000610351562,7.349999904632568,12.381505966186523,1.0679525136947632,0.9337530136108398,-0.8259663581848145
8,-770.76611328125,60.395145416259766,-692.13330078125,0.0,0.75,0.25,181.3000030517578,6.199999809265137,12.457345962524414,1.0193554162979126,1.0948952436447144,-0.884350597858429
9,-769.6463623046875,34.2236442565918,-719.1500244140625,0.0,0.75,0.20000000298023224,154.14999389648438,4.25,12.463956832885742,1.1052348613739014,1.0733639001846313,-0.7319831848144531
10,-815.9833374023438,30.230518341064453,-738.8499755859375,0.0,0.800000011920929,0.15000000596046448,150.60000610351562,4.199999809265137,12.537813186645508,0.8877698183059692,1.1847283840179443,-0.7469521164894104
11,-749.6729125976562,52.20106506347656,-670.1832885742188,0.0,0.699999988079071,0.25,158.60000610351562,5.150000095367432,12.579729080200195,0.9080844521522522,1.0796629190444946,-0.7451751828193665
12,-836.6004638671875,57.23149871826172,-713.1333618164062,0.0,0.75,0.25,168.5500030517578,4.949999809265137,12.69006061553955,0.8392120599746704,1.119300365447998,-0.8074949383735657
13,-793.2687377929688,32.13961410522461,-732.2999877929688,0.0,0.800000011920929,0.15000000596046448,163.3000030517578,5.050000190734863,12.698698043823242,0.6633977890014648,1.290135383605957,-0.8247368931770325
14,-804.0020751953125,33.284950256347656,-733.9666748046875,0.0,0.800000011920929,0.20000000298023224,175.5500030517578,4.900000095367432,12.777774810791016,1.0518598556518555,1.306928038597107,-0.7897324562072754
15,-680.144287109375,82.79688262939453,-552.6332397460938,0.0,0.550000011920929,0.44999998807907104,216.5500030517578,7.800000190734863,12.803555488586426,1.0518747568130493,1.3065500259399414,-0.7321646213531494
16,-815.96142578125,32.704917907714844,-740.1333618164062,0.0,0.800000011920929,0.25,168.5500030517578,4.75,12.868041038513184,1.1921348571777344,1.2575509548187256,-0.7218824028968811
17,-792.3681640625,74.01370239257812,-557.1166381835938,0.0,0.550000011920929,0.4000000059604645,220.9499969482422,6.75,13.082880973815918,1.2371596097946167,1.2967543601989746,-0.8605731129646301
18,-645.8853759765625,76.04827880859375,-502.4667053222656,0.0,0.5,0.5,240.0500030517578,8.75,13.397174835205078,1.4453204870224,1.367244839668274,-1.0474698543548584
