iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2
1,-297.6156311035156,30.722570419311523,-214.3000030517578,0.0,0.20000000298023224,0.800000011920929,93.30000305175781,1.25,10.77963638305664,0.8197271823883057,1.0266724824905396
2,-302.8343811035156,49.29035186767578,-212.60000610351562,0.0,0.20000000298023224,0.800000011920929,93.8499984741211,1.2000000476837158,10.814444541931152,0.9237114787101746,1.206791877746582
3,-275.8656311035156,61.77702331542969,-171.89999389648438,0.0,0.15000000596046448,0.8500000238418579,98.1500015258789,1.0499999523162842,10.968271255493164,0.9246418476104736,1.3471407890319824
4,-349.41876220703125,62.782283782958984,-247.8000030517578,0.0,0.25,0.75,91.55000305175781,1.100000023841858,10.974638938903809,0.9336029291152954,1.3989176750183105
5,-283.0218811035156,69.04566192626953,-180.60000610351562,0.0,0.15000000596046448,0.8500000238418579,95.3499984741211,1.2999999523162842,11.185429573059082,0.9630419611930847,1.4529739618301392
6,-324.22186279296875,45.58063888549805,-243.89999389648438,0.0,0.25,0.75,91.9000015258789,1.350000023841858,11.342044830322266,0.8604642152786255,1.553270697593689
7,-316.03125,53.45591735839844,-235.6999969482422,0.0,0.25,0.75,94.19999694824219,1.25,11.394330024719238,1.019944667816162,1.6149073839187622
8,-315.96563720703125,23.378015518188477,-251.89999389648438,0.0,0.25,0.75,90.4000015258789,1.149999976158142,11.405426979064941,1.0164530277252197,1.599039912223816
9,-247.60000610351562,56.187339782714844,-159.8000030517578,0.0,0.10000000149011612,0.8999999761581421,94.80000305175781,1.100000023841858,11.505327224731445,1.059778094291687,1.6207855939865112
10,-352.578125,74.9384536743164,-213.0,0.0,0.20000000298023224,0.800000011920929,93.5,1.2999999523162842,11.523508071899414,0.9374033212661743,1.6704500913619995
11,-290.0375061035156,40.33755874633789,-198.39999389648438,0.0,0.15000000596046448,0.8500000238418579,91.1500015258789,1.2000000476837158,11.549976348876953,0.9396105408668518,1.6226099729537964
12,-348.6468505859375,35.24855422973633,-286.1000061035156,0.0,0.30000001192092896,0.699999988079071,88.5999984741211,0.949999988079071,11.659067153930664,1.0219675302505493,1.5323516130447388
13,-349.8374938964844,46.172882080078125,-244.8000030517578,0.0,0.25,0.75,92.55000305175781,1.0,11.760937690734863,1.0571026802062988,1.510672688484192
14,-286.70623779296875,38.7011604309082,-217.5,0.0,0.20000000298023224,0.800000011920929,94.0,0.6499999761581421,11.836633682250977,1.1849894523620605,1.6468937397003174
15,-272.71563720703125,50.58896255493164,-193.6999969482422,0.0,0.15000000596046448,0.8500000238418579,93.94999694824219,0.550000011920929,11.842403411865234,1.2607389688491821,1.556957721710205
16,-221.6281280517578,24.7365665435791,-177.39999389648438,0.0,0.15000000596046448,0.8500000238418579,95.4000015258789,1.600000023841858,12.12695598602295,1.1171739101409912,1.5721967220306396
17,-251.5625,45.28162384033203,-147.5,0.0,0.10000000149011612,0.8999999761581421,97.5,1.25,12.140888214111328,0.9132154583930969,1.6477360725402832
18,-211.07188415527344,36.30123519897461,-150.60000610351562,0.0,0.10000000149011612,0.8999999761581421,96.5999984741211,1.2999999523162842,12.142180442810059,0.9242501258850098,1.6330389976501465
19,-201.4093780517578,37.43203353881836,-144.6999969482422,0.0,0.10000000149011612,0.8999999761581421,98.19999694824219,1.25,12.299764633178711,0.9819828867912292,1.7112513780593872
20,-217.4875030517578,31.805862426757812,-151.3000030517578,0.0,0.10000000149011612,0.8999999761581421,97.30000305175781,0.949999988079071,12.365999221801758,1.0525500774383545,1.9004886150360107
21,-260.4968566894531,36.805030822753906,-198.3000030517578,0.0,0.15000000596046448,0.8500000238418579,92.05000305175781,0.8500000238418579,12.47535228729248,1.3959686756134033,1.8278728723526
22,-196.8156280517578,16.764863967895508,-164.0,0.0,0.10000000149011612,0.8999999761581421,93.0,1.399999976158142,12.5569486618042,1.4634392261505127,1.9691252708435059
23,-216.55938720703125,50.163734436035156,-154.60000610351562,0.0,0.10000000149011612,0.8999999761581421,95.8499984741211,1.2000000476837158,12.729827880859375,1.528305172920227,2.165942907333374
24,-231.81875610351562,29.516735076904297,-183.5,0.0,0.15000000596046448,0.8999999761581421,94.75,1.25,12.742225646972656,1.8212640285491943,2.166151523590088
25,-270.9749755859375,26.63986587524414,-223.5,0.0,0.20000000298023224,0.800000011920929,90.5,1.4500000476837158,12.761234283447266,1.7411484718322754,2.3363089561462402
26,-232.0593719482422,63.32439041137695,-120.5999984741211,0.0,0.05000000074505806,0.949999988079071,97.5999984741211,1.399999976158142,12.718550682067871,1.7994520664215088,2.498117208480835
27,-254.39688110351562,36.26519012451172,-176.6999969482422,0.0,0.15000000596046448,0.8500000238418579,95.69999694824219,1.5499999523162842,12.743063926696777,1.6015734672546387,2.4732682704925537
28,-158.96875,26.162954330444336,-109.0,0.0,0.05000000074505806,0.949999988079071,99.75,1.7000000476837158,12.759098052978516,1.6531238555908203,2.5126800537109375
29,-167.90625,62.23751449584961,-85.0,0.0,0.0,1.0,100.0,1.5,12.729187965393066,1.6879997253417969,2.497373580932617
30,-245.80935668945312,43.56901931762695,-176.10000610351562,0.0,0.15000000596046448,0.8500000238418579,96.5999984741211,1.25,12.816007614135742,1.9209144115447998,2.5654349327087402
