iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0
1,-953.066650390625,14.491000175476074,-924.86669921875,0.0,1.0,0.0,84.94999694824219,1.850000023841858,2.0347537994384766
2,-934.3468627929688,21.993558883666992,-907.0,0.0,0.949999988079071,0.05000000074505806,76.5,1.7000000476837158,2.0565505027770996
3,-953.0750122070312,5.218084812164307,-944.2666015625,0.0,1.0,0.0,70.0999984741211,0.8999999761581421,2.071546792984009
4,-936.9979248046875,6.853460311889648,-921.5665893554688,0.0,1.0,0.0,92.1500015258789,1.7000000476837158,2.2496933937072754
5,-926.5760498046875,13.011128425598145,-908.0667114257812,0.0,0.949999988079071,0.05000000074505806,78.6500015258789,1.4500000476837158,2.299886465072632
6,-923.7437744140625,10.581092834472656,-909.1666870117188,0.0,1.0,0.0,105.5,2.049999952316284,2.3019020557403564
7,-923.6583251953125,16.70785903930664,-905.4000244140625,0.0,0.949999988079071,0.05000000074505806,81.1500015258789,1.5499999523162842,2.3518898487091064
8,-924.8104248046875,19.619930267333984,-871.6334228515625,0.0,0.8999999761581421,0.10000000149011612,89.05000305175781,1.899999976158142,2.4297385215759277
9,-927.359375,15.467045783996582,-907.0667114257812,0.0,0.949999988079071,0.05000000074505806,80.1500015258789,1.4500000476837158,2.483490467071533
10,-945.5521240234375,8.805096626281738,-933.1334228515625,0.0,1.0,0.0,74.80000305175781,1.7000000476837158,2.5193772315979004
11,-948.06982421875,4.706431865692139,-940.7999877929688,0.0,1.0,0.0,73.05000305175781,1.0499999523162842,2.560990810394287
12,-936.9989013671875,10.251246452331543,-897.7999877929688,0.0,0.949999988079071,0.05000000074505806,88.80000305175781,1.7999999523162842,2.6209843158721924
13,-926.9520874023438,10.976133346557617,-910.10009765625,0.0,0.949999988079071,0.05000000074505806,75.5999984741211,1.4500000476837158,2.723607301712036
14,-912.83544921875,18.40900993347168,-890.9334106445312,0.0,0.949999988079071,0.05000000074505806,99.0999984741211,1.7999999523162842,2.744112491607666
15,-929.69580078125,22.961702346801758,-893.8665771484375,0.0,0.949999988079071,0.05000000074505806,94.69999694824219,1.7999999523162842,2.8134005069732666
16,-894.8875122070312,42.44080352783203,-825.1666870117188,0.0,0.8500000238418579,0.15000000596046448,107.75,2.799999952316284,2.916232109069824
17,-922.28125,19.92201805114746,-882.1666259765625,0.0,0.949999988079071,0.05000000074505806,101.75,2.5,2.9643938541412354
18,-904.4197998046875,10.598748207092285,-873.7333984375,0.0,0.949999988079071,0.05000000074505806,101.6500015258789,3.3499999046325684,3.2029168605804443
19,-923.1937255859375,23.90679359436035,-862.5999755859375,0.0,0.8999999761581421,0.10000000149011612,101.0999984741211,2.0,3.2078282833099365
20,-949.0260620117188,14.809028625488281,-928.2000122070312,0.0,1.0,0.0,83.69999694824219,1.600000023841858,3.2459847927093506
21,-933.6812744140625,11.266753196716309,-918.6334228515625,0.0,0.949999988079071,0.05000000074505806,68.05000305175781,1.100000023841858,3.3017802238464355
22,-947.8125,6.068535804748535,-936.2999267578125,0.0,1.0,0.0,71.55000305175781,1.600000023841858,3.393596649169922
23,-956.7239990234375,4.192106246948242,-947.7332763671875,0.0,1.0,0.0,65.6500015258789,0.8500000238418579,3.447174310684204
24,-922.32080078125,14.430180549621582,-901.5999755859375,0.0,0.949999988079071,0.05000000074505806,88.3499984741211,1.4500000476837158,3.5284807682037354
25,-927.6884765625,30.984140396118164,-877.5333251953125,0.0,0.8999999761581421,0.10000000149011612,85.44999694824219,1.5499999523162842,3.616748332977295
26,-922.8614501953125,17.4730167388916,-903.6334228515625,0.0,0.949999988079071,0.05000000074505806,80.05000305175781,1.7999999523162842,3.623133420944214
27,-947.542724609375,9.51964282989502,-932.1666870117188,0.0,1.0,0.0,77.0,1.649999976158142,3.7079265117645264
28,-936.6760864257812,29.481184005737305,-877.8665771484375,0.0,0.949999988079071,0.05000000074505806,109.69999694824219,2.4000000953674316,3.725715160369873
29,-917.4833374023438,19.802202224731445,-893.4000854492188,0.0,0.949999988079071,0.05000000074505806,96.9000015258789,1.7000000476837158,3.81028413772583
30,-884.9874877929688,48.63252258300781,-807.066650390625,0.0,0.800000011920929,0.20000000298023224,107.1500015258789,2.1500000953674316,3.8530993461608887
31,-890.1165771484375,19.34506607055664,-848.7000122070312,0.0,0.8999999761581421,0.10000000149011612,106.94999694824219,3.0,3.8639354705810547
32,-938.6062622070312,6.694963455200195,-926.7999877929688,0.0,1.0,0.0,85.80000305175781,1.600000023841858,3.9699807167053223
33,-924.0958251953125,17.412273406982422,-898.8333129882812,0.0,0.949999988079071,0.05000000074505806,88.75,1.7000000476837158,4.0015058517456055
34,-933.129150390625,14.32302474975586,-916.6334228515625,0.0,0.949999988079071,0.05000000074505806,71.05000305175781,1.100000023841858,4.122347831726074
35,-915.1156005859375,24.208396911621094,-874.5,0.0,0.8999999761581421,0.10000000149011612,87.75,1.7000000476837158,4.14371919631958
36,-880.5250244140625,38.99834060668945,-828.2000122070312,0.0,0.8500000238418579,0.15000000596046448,100.94999694824219,2.950000047683716,4.166917324066162
37,-881.777099609375,29.15288543701172,-842.2000122070312,0.0,0.8999999761581421,0.10000000149011612,118.19999694824219,2.9000000953674316,4.2468414306640625
