iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1
1,-558.09375,31.57724952697754,-494.29998779296875,0.0,0.6000000238418579,0.4000000059604645,74.30000305175781,0.8500000238418579,1.038623332977295,1.0283727645874023
2,-543.6968994140625,42.977962493896484,-474.0,0.0,0.550000011920929,0.44999998807907104,71.75,1.399999976158142,1.1118683815002441,0.9287341833114624
3,-509.6000061035156,72.28973388671875,-402.1000061035156,0.0,0.44999998807907104,0.550000011920929,77.0999984741211,1.4500000476837158,1.0719956159591675,0.8162176609039307
4,-463.5874938964844,33.4080696105957,-390.79998779296875,0.0,0.44999998807907104,0.550000011920929,81.05000305175781,1.0,0.7814207077026367,0.9189938306808472
5,-495.140625,60.55812454223633,-380.8999938964844,0.0,0.4000000059604645,0.6000000238418579,76.9000015258789,1.149999976158142,0.8410308361053467,1.040154218673706
6,-416.6656188964844,39.74908447265625,-332.3999938964844,0.0,0.3499999940395355,0.6499999761581421,83.1500015258789,1.0,0.6055192947387695,1.0351134538650513
7,-447.3656311035156,41.86079788208008,-375.8999938964844,0.0,0.5,0.550000011920929,88.9000015258789,1.850000023841858,0.6113529801368713,1.1414153575897217
8,-534.6219482421875,38.88570785522461,-472.1000061035156,0.0,0.6000000238418579,0.44999998807907104,78.5999984741211,1.350000023841858,0.5984933376312256,1.1552718877792358
9,-448.26873779296875,50.955440521240234,-375.1000061035156,0.0,0.4000000059604645,0.6000000238418579,78.5999984741211,1.0499999523162842,0.642632782459259,1.216920018196106
10,-557.6343994140625,31.280353546142578,-500.29998779296875,0.0,0.6000000238418579,0.4000000059604645,72.30000305175781,1.0499999523162842,0.6053153276443481,1.2591763734817505
11,-449.0406494140625,64.67230987548828,-333.3999938964844,0.0,0.3499999940395355,0.6499999761581421,82.4000015258789,1.2000000476837158,0.5866761803627014,1.2282564640045166
