iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0
1,-884.4006958007812,10.784669876098633,-864.2337646484375,0.0,0.3499999940395355,0.6499999761581421,246.9499969482422,4.900000095367432,3.301391363143921
2,-871.973388671875,12.33320140838623,-849.4378662109375,0.0,0.20000000298023224,0.800000011920929,297.6000061035156,4.599999904632568,3.340158224105835
3,-869.5599975585938,10.08792781829834,-847.3229370117188,0.0,0.15000000596046448,0.8500000238418579,317.8500061035156,4.099999904632568,3.358731985092163
4,-868.152099609375,13.634805679321289,-842.4378662109375,0.0,0.10000000149011612,0.8999999761581421,334.6000061035156,4.0,3.4050333499908447
5,-869.1790161132812,13.028348922729492,-846.7716674804688,0.0,0.05000000074505806,0.949999988079071,352.1499938964844,2.950000047683716,3.4167087078094482
6,-880.4909057617188,8.809915542602539,-867.0244140625,0.0,0.20000000298023224,0.800000011920929,300.20001220703125,2.75,3.328684091567993
7,-864.5466918945312,14.045282363891602,-840.3419189453125,0.0,0.05000000074505806,0.949999988079071,351.95001220703125,3.5999999046325684,3.4039247035980225
8,-871.7850952148438,15.265347480773926,-827.2189331054688,0.0,0.05000000074505806,0.949999988079071,352.29998779296875,4.900000095367432,3.318068027496338
9,-873.9087524414062,11.924866676330566,-841.8675537109375,0.0,0.10000000149011612,0.8999999761581421,334.79998779296875,4.050000190734863,3.438875436782837
10,-876.4296264648438,14.42266845703125,-860.17431640625,0.0,0.15000000596046448,0.8500000238418579,316.8500061035156,2.8499999046325684,3.359179735183716
11,-869.4324951171875,16.485197067260742,-837.7189331054688,0.0,0.10000000149011612,0.8999999761581421,333.79998779296875,4.5,3.2815968990325928
12,-876.1073608398438,13.05113697052002,-848.8756713867188,0.0,0.15000000596046448,0.8500000238418579,317.70001220703125,3.950000047683716,3.326643466949463
13,-868.7839965820312,14.980751037597656,-843.5256958007812,0.0,0.10000000149011612,0.8999999761581421,334.3500061035156,3.9000000953674316,3.327709436416626
14,-882.326416015625,14.678643226623535,-849.4093627929688,0.0,0.25,0.75,283.45001220703125,5.099999904632568,3.300750970840454
15,-871.9444580078125,18.98740577697754,-841.8837890625,0.0,0.20000000298023224,0.800000011920929,300.6000061035156,5.25,3.3842906951904297
16,-864.25048828125,11.356520652770996,-838.2689208984375,0.0,0.15000000596046448,0.8500000238418579,320.8500061035156,4.900000095367432,3.3794145584106445
17,-868.6763305664062,12.359516143798828,-835.5838012695312,0.0,0.25,0.75,285.79998779296875,6.400000095367432,3.2627358436584473
18,-867.6674194335938,24.294649124145508,-830.8851318359375,0.0,0.10000000149011612,0.8999999761581421,334.75,5.150000095367432,3.471727132797241
19,-885.538818359375,24.91046905517578,-847.5607299804688,0.0,0.20000000298023224,0.800000011920929,297.25,4.800000190734863,3.5326015949249268
20,-867.491455078125,14.75452995300293,-841.3837890625,0.0,0.15000000596046448,0.8500000238418579,319.1000061035156,4.650000095367432,3.60453462600708
