iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2,v3,v4,v5,v6,v7,v8
1,-352.8109130859375,260.2810974121094,-42.20000076293945,1.0,0.0,0.0,332.20001220703125,29.0,2.7748749256134033,1.1452139616012573,1.325908899307251,1.8441587686538696,1000.7210693359375,0.2978218197822571,-0.210542231798172,-1.8760253190994263,3.4357826709747314
2,-273.3360290527344,245.51788330078125,-44.400001525878906,1.0,0.0,0.0,334.3999938964844,29.0,2.781754970550537,1.0745035409927368,1.2433433532714844,1.8353188037872314,1000.720947265625,0.25211578607559204,-0.10640531033277512,-1.788366436958313,3.2282657623291016
3,-330.08880615234375,195.9053955078125,-40.599998474121094,1.0,0.0,0.0,330.6000061035156,29.0,2.96124005317688,1.12112557888031,1.1196632385253906,1.7805886268615723,1000.7122192382812,0.3340623378753662,-0.13135389983654022,-2.0885567665100098,3.3334150314331055
4,-219.53067016601562,269.1470642089844,-1.7999999523162842,1.0,0.0,0.0,291.79998779296875,29.0,2.87615704536438,1.1179732084274292,1.1801085472106934,1.5773800611495972,1000.6397705078125,0.4471805989742279,-0.3299703598022461,-2.1314399242401123,3.4584834575653076
5,-316.3787841796875,131.88543701171875,-57.599998474121094,1.0,0.0,0.0,347.6000061035156,29.0,3.025785446166992,1.2726482152938843,1.2191357612609863,1.3213053941726685,1000.7386474609375,0.6848548650741577,-0.30961328744888306,-2.1928436756134033,3.2123215198516846
6,-220.96408081054688,276.9652099609375,-15.600000381469727,1.0,0.0,0.0,305.6000061035156,29.0,2.9270198345184326,1.3177539110183716,1.3696738481521606,1.3232213258743286,1000.8326416015625,0.6438223123550415,-0.4759579300880432,-2.1665689945220947,3.4214186668395996
7,-341.864501953125,245.69491577148438,-19.600000381469727,1.0,0.0,0.0,307.6000061035156,28.799999237060547,3.0748937129974365,1.328587532043457,1.4873385429382324,1.3617562055587769,1000.90966796875,0.5569577813148499,-0.44314876198768616,-2.2347474098205566,3.3204545974731445
8,-286.78973388671875,179.27737426757812,-67.0,1.0,0.0,0.0,357.0,29.0,3.005434274673462,1.156237244606018,1.4627526998519897,1.4482347965240479,1000.7437133789062,0.8299558758735657,-0.5168125629425049,-2.2325878143310547,3.488158702850342
1,-352.8109130859375,260.2810974121094,-42.20000076293945,1.0,0.0,0.0,332.20001220703125,29.0,2.7748749256134033,1.1452139616012573,1.325908899307251,1.8441587686538696,1000.7210693359375,0.2978218197822571,-0.210542231798172,-1.8760253190994263,3.4357826709747314
2,-273.3360290527344,245.51788330078125,-44.400001525878906,1.0,0.0,0.0,334.3999938964844,29.0,2.781754970550537,1.0745035409927368,1.2433433532714844,1.8353188037872314,1000.720947265625,0.25211578607559204,-0.10640531033277512,-1.788366436958313,3.2282657623291016
3,-330.08880615234375,195.9053955078125,-40.599998474121094,1.0,0.0,0.0,330.6000061035156,29.0,2.96124005317688,1.12112557888031,1.1196632385253906,1.7805886268615723,1000.7122192382812,0.3340623378753662,-0.13135389983654022,-2.0885567665100098,3.3334150314331055
4,-219.53067016601562,269.1470642089844,-1.7999999523162842,1.0,0.0,0.0,291.79998779296875,29.0,2.87615704536438,1.1179732084274292,1.1801085472106934,1.5773800611495972,1000.6397705078125,0.4471805989742279,-0.3299703598022461,-2.1314399242401123,3.4584834575653076
5,-316.3787841796875,131.88543701171875,-57.599998474121094,1.0,0.0,0.0,347.6000061035156,29.0,3.025785446166992,1.2726482152938843,1.2191357612609863,1.3213053941726685,1000.7386474609375,0.6848548650741577,-0.30961328744888306,-2.1928436756134033,3.2123215198516846
6,-220.96408081054688,276.9652099609375,-15.600000381469727,1.0,0.0,0.0,305.6000061035156,29.0,2.9270198345184326,1.3177539110183716,1.3696738481521606,1.3232213258743286,1000.8326416015625,0.6438223123550415,-0.4759579300880432,-2.1665689945220947,3.4214186668395996
