iter,reward_mean,reward_std,reward_max,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9
1,-27171.625,2606.353515625,-17940.0,0.1737956404685974,0.26768478751182556,1.5296666622161865,1.6216678619384766,1000.0132446289062,0.30198806524276733,-0.026572540402412415,-0.5450027585029602,-0.11326334625482559,0.4785897135734558
2,-17641.0,1691.3994140625,-15548.0,0.07138942182064056,0.09634524583816528,1.5870949029922485,1.5207839012145996,1000.1732177734375,0.43354856967926025,-0.1796930879354477,-0.4823874235153198,-0.0813182145357132,0.452805757522583
3,-17304.625,1241.2777099609375,-16146.0,0.0491204671561718,0.018678665161132812,1.6976540088653564,1.566786527633667,1000.131591796875,0.3210392892360687,-0.15909357368946075,-0.4773596525192261,0.008025385439395905,0.574644923210144
4,-16893.5,1067.6435546875,-14950.0,0.19113336503505707,0.19650296866893768,1.6887404918670654,1.5065675973892212,1000.228515625,0.44605526328086853,-0.4330623745918274,-0.8585452437400818,-0.1793726682662964,0.6828482151031494
5,-15510.625,1977.345947265625,-12558.0,0.1437234878540039,0.41165101528167725,1.8560664653778076,1.612320065498352,1000.1382446289062,0.5645735263824463,-0.6431800127029419,-0.761280357837677,-0.1664033830165863,0.6906596422195435
6,-17678.375,1793.610595703125,-14352.0,0.1568634808063507,0.4590968191623688,2.0285348892211914,1.6533968448638916,1000.2789306640625,0.6042022109031677,-0.7041094303131104,-0.664810061454773,-0.15270604193210602,0.7067066431045532
7,-14576.25,2579.6875,-10764.0,0.24535459280014038,0.340390145778656,2.2561817169189453,1.8564465045928955,1000.1760864257812,0.509103000164032,-0.6724328398704529,-0.6774060726165771,0.16058318316936493,0.6310682892799377
8,-15024.75,3460.367919921875,-9568.0,0.20976406335830688,0.26925021409988403,2.136627674102783,1.7681702375411987,1000.1080322265625,0.46399781107902527,-0.6952909827232361,-0.44019877910614014,0.31451234221458435,0.9741382598876953
9,-15809.625,1267.9989013671875,-13754.0,0.3025105595588684,0.36117276549339294,2.125765085220337,1.7086416482925415,1000.1461181640625,0.5567319989204407,-0.7337632179260254,-0.6534023880958557,0.25473552942276,0.9469619393348694
10,-17117.75,2689.961669921875,-13156.0,0.3700776696205139,0.36211055517196655,2.2715933322906494,1.9687280654907227,1000.0994873046875,0.5214988589286804,-0.800287127494812,-0.6587952375411987,0.10100406408309937,0.9336031675338745
1,-27171.625,2606.353515625,-17940.0,0.1737956404685974,0.26768478751182556,1.5296666622161865,1.6216678619384766,1000.0132446289062,0.30198806524276733,-0.026572540402412415,-0.5450027585029602,-0.11326334625482559,0.4785897135734558
2,-17641.0,1691.3994140625,-15548.0,0.07138942182064056,0.09634524583816528,1.5870949029922485,1.5207839012145996,1000.1732177734375,0.43354856967926025,-0.1796930879354477,-0.4823874235153198,-0.0813182145357132,0.452805757522583
3,-17304.625,1241.2777099609375,-16146.0,0.0491204671561718,0.018678665161132812,1.6976540088653564,1.566786527633667,1000.131591796875,0.3210392892360687,-0.15909357368946075,-0.4773596525192261,0.008025385439395905,0.574644923210144
4,-16893.5,1067.6435546875,-14950.0,0.19113336503505707,0.19650296866893768,1.6887404918670654,1.5065675973892212,1000.228515625,0.44605526328086853,-0.4330623745918274,-0.8585452437400818,-0.1793726682662964,0.6828482151031494
5,-15510.625,1977.345947265625,-12558.0,0.1437234878540039,0.41165101528167725,1.8560664653778076,1.612320065498352,1000.1382446289062,0.5645735263824463,-0.6431800127029419,-0.761280357837677,-0.1664033830165863,0.6906596422195435
6,-17678.375,1793.610595703125,-14352.0,0.1568634808063507,0.4590968191623688,2.0285348892211914,1.6533968448638916,1000.2789306640625,0.6042022109031677,-0.7041094303131104,-0.664810061454773,-0.15270604193210602,0.7067066431045532
7,-14576.25,2579.6875,-10764.0,0.24535459280014038,0.340390145778656,2.2561817169189453,1.8564465045928955,1000.1760864257812,0.509103000164032,-0.6724328398704529,-0.6774060726165771,0.16058318316936493,0.6310682892799377
8,-15024.75,3460.367919921875,-9568.0,0.20976406335830688,0.26925021409988403,2.136627674102783,1.7681702375411987,1000.1080322265625,0.46399781107902527,-0.6952909827232361,-0.44019877910614014,0.31451234221458435,0.9741382598876953
9,-15809.625,1267.9989013671875,-13754.0,0.3025105595588684,0.36117276549339294,2.125765085220337,1.7086416482925415,1000.1461181640625,0.5567319989204407,-0.7337632179260254,-0.6534023880958557,0.25473552942276,0.9469619393348694
10,-17117.75,2689.961669921875,-13156.0,0.3700776696205139,0.36211055517196655,2.2715933322906494,1.9687280654907227,1000.0994873046875,0.5214988589286804,-0.800287127494812,-0.6587952375411987,0.10100406408309937,0.9336031675338745
11,-12857.0,1402.434326171875,-10166.0,0.3031604290008545,0.47934818267822266,2.4616715908050537,1.9953757524490356,1000.0551147460938,0.38569536805152893,-0.8602280616760254,-0.8161493539810181,-0.03781929612159729,0.8982122540473938
12,-17902.625,2262.036865234375,-13754.0,0.5236074328422546,0.48829835653305054,2.4414379596710205,1.8181918859481812,1000.15673828125,0.2392214685678482,-0.6880959868431091,-0.7353265881538391,0.018621832132339478,0.9482530355453491
13,-17603.625,1213.968505859375,-14950.0,0.591896653175354,0.46080282330513,2.543693780899048,1.891959309577942,999.9071044921875,0.13276302814483643,-0.8375324010848999,-0.857918381690979,0.037536054849624634,1.0004023313522339
14,-15548.0,4249.58837890625,-10166.0,0.5213442444801331,0.35404446721076965,2.406013011932373,1.9754694700241089,1000.166015625,0.30376824736595154,-0.9349184632301331,-0.8973937034606934,-0.053675487637519836,1.0329217910766602
15,-18500.625,775.9251708984375,-17342.0,0.5518786907196045,0.27752625942230225,2.3775699138641357,2.0190176963806152,1000.4085083007812,0.33250585198402405,-1.0172299146652222,-0.7096478343009949,0.020795412361621857,1.0629417896270752
16,-15510.625,2022.05322265625,-11960.0,0.7219192385673523,0.37118595838546753,2.385502338409424,1.9977561235427856,1000.578125,0.3589036464691162,-0.995617151260376,-0.7552052140235901,0.12214060127735138,1.0968718528747559
17,-15398.5,1849.2127685546875,-11960.0,0.6871899366378784,0.4660501182079315,2.24458646774292,1.880441427230835,1000.5072631835938,0.3284081518650055,-1.103596806526184,-0.7620689868927002,0.19421373307704926,1.2251614332199097
18,-14950.0,2691.0,-10166.0,0.6452831625938416,0.3784661889076233,2.1802256107330322,1.7812304496765137,1000.4315795898438,0.40170493721961975,-1.0262211561203003,-0.7884826064109802,0.36248427629470825,1.4299912452697754
19,-16445.0,1078.059814453125,-14950.0,0.7377609610557556,0.37742897868156433,2.287245273590088,1.5429580211639404,1000.5001831054688,0.15647774934768677,-0.9400615096092224,-0.8337461352348328,0.1803857386112213,1.4794824123382568
20,-17566.25,3091.9765625,-14352.0,0.6836550831794739,0.37916556000709534,2.190793514251709,1.4500640630722046,1000.38525390625,0.334671288728714,-0.823040783405304,-1.021419644355774,0.39940333366394043,1.5804123878479004
21,-16146.0,1158.02197265625,-13156.0,0.686320960521698,0.4890402555465698,2.0850319862365723,1.486869215965271,1000.41650390625,0.3278721570968628,-1.0526692867279053,-1.0045084953308105,0.4217402935028076,1.5433543920516968
22,-15959.125,1349.1287841796875,-14352.0,0.8178930282592773,0.5074719190597534,2.052257776260376,1.4565258026123047,1000.4774780273438,0.36984214186668396,-1.0213507413864136,-0.8994529843330383,0.4778101444244385,1.7237000465393066
23,-16631.875,1784.2403564453125,-14352.0,1.089113712310791,0.4094250202178955,2.170130491256714,1.5125216245651245,1000.3976440429688,0.32846692204475403,-1.0385706424713135,-1.3077870607376099,0.5723074078559875,1.7763824462890625
24,-16968.25,2285.688232421875,-12558.0,1.111618161201477,0.43743205070495605,2.2827529907226562,1.4935139417648315,1000.5735473632812,0.26144689321517944,-0.9516342282295227,-1.4438791275024414,0.7281279563903809,1.8469340801239014
25,-15996.5,1167.63232421875,-13754.0,1.120059609413147,0.569545328617096,2.253227472305298,1.570518970489502,1000.5751953125,0.2571244537830353,-0.7623955011367798,-1.2708945274353027,0.8601809740066528,1.7398267984390259
