iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2,v3,v4,v5,v6,v7
1,-1001.249755859375,1.0900981426239014,-999.7501831054688,0.0,1.0,0.0,16.100000381469727,0.30000001192092896,1.0202913284301758,0.9352505803108215,1.0086219310760498,1.0136687755584717,0.8797406554222107,-1.1103401184082031,2.013305902481079,1.0838415622711182
2,-1000.4087524414062,0.7892656326293945,-998.4464721679688,0.0,1.0,0.0,17.25,0.44999998807907104,1.018563985824585,0.9287176132202148,1.0082639455795288,1.0391920804977417,0.8762931227684021,-1.1422019004821777,2.2739880084991455,0.9899952411651611
3,-1000.40771484375,0.8876999616622925,-998.0062255859375,0.0,1.0,0.0,17.600000381469727,0.5,0.9237144589424133,1.0730692148208618,1.040195107460022,1.148464560508728,0.679210364818573,-1.249129295349121,2.2905921936035156,1.0852351188659668
4,-998.8515014648438,2.046720504760742,-995.2757568359375,0.0,1.0,0.0,16.25,0.75,0.8514095544815063,0.9227958917617798,0.9281612634658813,1.2280783653259277,0.5363225936889648,-1.2489550113677979,2.375824451446533,1.1028351783752441
5,-999.1775512695312,1.3849475383758545,-996.5700073242188,0.0,1.0,0.0,20.899999618530273,0.699999988079071,0.8666262030601501,1.0257517099380493,0.9608645439147949,1.1808781623840332,0.42350512742996216,-1.236775517463684,2.4003376960754395,1.2805434465408325
6,-999.3156127929688,1.093833565711975,-996.5877685546875,0.0,1.0,0.0,15.149999618530273,0.6000000238418579,0.9115606546401978,1.0572326183319092,1.0460848808288574,1.331336259841919,0.2064962387084961,-1.3797647953033447,2.4399516582489014,1.1439390182495117
7,-997.9470825195312,1.2933164834976196,-994.6002807617188,0.0,1.0,0.0,18.149999618530273,0.8500000238418579,0.898569643497467,1.2251482009887695,1.0389270782470703,1.1844810247421265,0.19299845397472382,-1.3478790521621704,2.5833587646484375,1.3341046571731567
8,-997.7154541015625,1.2944259643554688,-995.3688354492188,0.0,1.0,0.0,22.649999618530273,0.8500000238418579,0.8238688707351685,1.2401736974716187,1.0698961019515991,1.2206841707229614,0.08608037233352661,-1.212454080581665,2.6843318939208984,1.3971922397613525
9,-999.5810546875,1.1923247575759888,-996.57470703125,0.0,1.0,0.0,18.0,0.6499999761581421,0.8720084428787231,1.2344553470611572,1.1349546909332275,1.216598629951477,0.1193472221493721,-1.235464334487915,2.798468589782715,1.3739924430847168
10,-998.9926147460938,2.579244613647461,-993.4970703125,0.0,1.0,0.0,23.399999618530273,1.0499999523162842,0.9099108576774597,1.2262351512908936,1.0701097249984741,1.2390440702438354,-0.19717198610305786,-1.234165906906128,2.823248863220215,1.43536376953125
11,-999.0006103515625,0.8970276117324829,-996.6004028320312,0.0,1.0,0.0,18.149999618530273,0.6499999761581421,0.7903053760528564,1.4463043212890625,0.9717061519622803,1.1457548141479492,-0.2656903862953186,-1.2757333517074585,2.8616321086883545,1.3822691440582275
12,-998.361572265625,0.8967995643615723,-996.0319213867188,0.0,1.0,0.0,17.75,0.699999988079071,0.7365119457244873,1.3727136850357056,1.116135835647583,1.2307120561599731,-0.3243767321109772,-1.3977978229522705,2.920381546020508,1.371584415435791
13,-998.5763549804688,1.4477450847625732,-996.3564453125,0.0,1.0,0.0,19.649999618530273,0.699999988079071,0.819671630859375,1.609044075012207,1.0998221635818481,1.2929267883300781,-0.3005879521369934,-1.2990261316299438,3.057856321334839,1.4809690713882446
14,-1000.3431396484375,2.5912039279937744,-997.7112426757812,0.0,1.0,0.0,18.799999237060547,0.550000011920929,0.906470000743866,1.663355827331543,1.250393033027649,1.2983826398849487,-0.49606895446777344,-1.1551649570465088,3.1264209747314453,1.4587584733963013
15,-999.1610107421875,2.2756786346435547,-996.0319213867188,0.0,1.0,0.0,17.75,0.699999988079071,0.8377048969268799,1.578773021697998,1.1962348222732544,1.3689050674438477,-0.3362967371940613,-1.1170217990875244,3.1486358642578125,1.6115888357162476
16,-999.9744873046875,1.4991428852081299,-997.1429443359375,0.0,1.0,0.0,18.399999618530273,0.6000000238418579,0.9378921985626221,1.6136105060577393,1.1336582899093628,1.3578596115112305,-0.1777585744857788,-1.2301043272018433,3.325467109680176,1.6501363515853882
17,-998.9678955078125,1.4908571243286133,-996.1810302734375,0.0,1.0,0.0,21.549999237060547,0.75,0.8579181432723999,1.7773706912994385,1.2090710401535034,1.388656497001648,-0.27487897872924805,-1.2198928594589233,3.4293272495269775,1.7159550189971924
18,-998.1795654296875,1.4087247848510742,-994.8005981445312,0.0,1.0,0.0,22.25,0.8999999761581421,0.8396319150924683,1.7831989526748657,1.128300666809082,1.479474663734436,-0.325114369392395,-1.0651839971542358,3.4856491088867188,1.7313624620437622
19,-999.6472778320312,0.736253023147583,-997.8309326171875,0.0,1.0,0.0,19.5,0.550000011920929,0.8761040568351746,1.670493245124817,0.8366677165031433,1.4404189586639404,-0.30014336109161377,-0.9558141231536865,3.573758363723755,1.7566686868667603
20,-997.1145629882812,1.4207072257995605,-995.01025390625,0.0,1.0,0.0,20.549999237060547,0.8500000238418579,0.8393072485923767,1.6651099920272827,0.8807023763656616,1.3209195137023926,-0.34159329533576965,-0.9462301135063171,3.576625347137451,1.8509844541549683
21,-996.7496337890625,2.448319435119629,-992.2361450195312,0.0,1.0,0.0,24.799999237060547,1.2000000476837158,0.8921590447425842,1.5849881172180176,0.8641560673713684,1.3256250619888306,-0.19413438439369202,-1.07389497756958,3.5993006229400635,1.8323442935943604
22,-999.7137451171875,3.1819019317626953,-996.0443115234375,0.0,1.0,0.0,20.75,0.75,0.8954677581787109,1.7102707624435425,0.8485110998153687,1.457862138748169,-0.2524064779281616,-1.201815128326416,3.6013851165771484,1.7711520195007324
23,-996.8703002929688,2.443324565887451,-992.8564453125,0.0,1.0,0.0,19.649999618530273,1.0499999523162842,0.7546027898788452,1.5974129438400269,0.8994626998901367,1.5546690225601196,-0.2579009234905243,-1.1364623308181763,3.6849424839019775,1.8203670978546143
24,-999.2222900390625,1.609069585800171,-996.1560668945312,0.0,1.0,0.0,15.550000190734863,0.6499999761581421,0.8067019581794739,1.513199806213379,0.9162248969078064,1.5011134147644043,-0.23669621348381042,-1.1055048704147339,3.763552188873291,1.849656105041504
25,-998.9072875976562,1.181715488433838,-997.17333984375,0.0,1.0,0.0,15.649999618530273,0.550000011920929,0.8081751465797424,1.4286655187606812,0.8792837858200073,1.5378162860870361,-0.3772595524787903,-0.9864510297775269,3.836958646774292,1.9841183423995972
26,-1002.5523681640625,2.8649508953094482,-996.57861328125,0.0,1.0,0.0,20.950000762939453,0.699999988079071,0.8356499075889587,1.4277316331863403,0.9648328423500061,1.5404126644134521,-0.47665488719940186,-1.016375184059143,3.952254295349121,2.148576021194458
27,-1000.6997680664062,1.6784685850143433,-996.2493896484375,0.0,1.0,0.0,21.950000762939453,0.75,0.6743530631065369,1.4468109607696533,0.839819073677063,1.595822811126709,-0.5872858762741089,-0.9720048308372498,4.061145782470703,1.9319318532943726
28,-998.3872680664062,3.8029372692108154,-993.7408447265625,0.0,1.0,0.0,21.899999618530273,1.0,0.5884057283401489,1.4376797676086426,0.8822571635246277,1.5319935083389282,-0.7047940492630005,-0.9756519198417664,4.221100807189941,1.8636879920959473
29,-994.82177734375,2.25736141204834,-990.7913208007812,0.0,1.0,0.0,28.049999237060547,1.399999976158142,0.6841316819190979,1.3808372020721436,0.8272870182991028,1.6125304698944092,-0.7371569871902466,-0.9376310110092163,4.231860160827637,1.886830449104309
30,-1003.0693969726562,2.8268837928771973,-999.1988525390625,0.0,1.0,0.0,15.800000190734863,0.3499999940395355,0.8146332502365112,1.3908402919769287,0.8675708770751953,1.6311895847320557,-0.7513636946678162,-0.9003020524978638,4.314321041107178,1.8018044233322144
31,-999.955810546875,1.7018510103225708,-995.765625,0.0,1.0,0.0,27.899999618530273,0.8999999761581421,0.8597962856292725,1.3580420017242432,0.8254164457321167,1.7007114887237549,-0.7241854071617126,-0.9316331744194031,4.397450923919678,1.7789061069488525
32,-1001.8427734375,3.438622236251831,-996.7619018554688,0.0,1.0,0.0,24.950000762939453,0.75,0.7436932325363159,1.2388031482696533,0.5634445548057556,1.7952336072921753,-0.66257643699646,-1.0760746002197266,4.597960472106934,1.8296767473220825
33,-998.3966674804688,4.048847198486328,-993.3341064453125,0.0,1.0,0.0,28.299999237060547,1.149999976158142,0.6619514226913452,1.3595890998840332,0.6429524421691895,1.8092612028121948,-0.6701018214225769,-1.204439640045166,4.7300705909729,1.973227620124817
34,-998.5028076171875,3.4998931884765625,-992.5521240234375,0.0,1.0,0.0,26.649999618530273,1.2000000476837158,0.769437849521637,1.5409868955612183,0.7842113971710205,1.8458737134933472,-0.8487940430641174,-1.238118290901184,4.752791404724121,2.0563364028930664
35,-1000.3240966796875,5.491379737854004,-991.6461181640625,0.0,1.0,0.0,27.200000762939453,1.2999999523162842,0.9109813570976257,1.4857884645462036,0.8111748099327087,1.915130853652954,-0.851495623588562,-1.2696130275726318,4.754330635070801,2.1314992904663086
36,-999.591796875,3.316408634185791,-993.466796875,0.0,1.0,0.0,26.149999618530273,1.100000023841858,0.970223605632782,1.4657008647918701,0.806320071220398,1.8537890911102295,-0.7968149781227112,-1.3053274154663086,4.833223342895508,2.0772109031677246
37,-1002.5626831054688,7.325638294219971,-993.1033935546875,0.0,1.0,0.0,26.950000762939453,1.149999976158142,0.9871156811714172,1.5774099826812744,0.8206884264945984,1.9472850561141968,-0.7868058681488037,-1.4453154802322388,4.92740535736084,2.048189640045166
38,-997.1287231445312,1.8197416067123413,-994.1755981445312,0.0,1.0,0.0,30.299999237060547,1.100000023841858,1.0427887439727783,1.7441943883895874,0.6067533493041992,1.7437028884887695,-0.7866644859313965,-1.3458881378173828,5.090925693511963,2.051084280014038
39,-1000.0408935546875,5.646189212799072,-983.7565307617188,0.0,1.0,0.0,33.70000076293945,2.200000047683716,1.013936161994934,1.9233343601226807,0.560977578163147,1.761873483657837,-0.7549276351928711,-1.2583345174789429,5.271020889282227,1.8760324716567993
40,-995.98486328125,4.866089820861816,-988.7603759765625,0.0,1.0,0.0,36.650001525878906,1.75,0.9534770846366882,1.8902395963668823,0.6721752285957336,1.5407156944274902,-0.6534024477005005,-1.2512282133102417,5.3897223472595215,1.9119492769241333
41,-998.5303344726562,6.154973030090332,-988.3331909179688,0.0,1.0,0.0,34.150001525878906,1.75,0.7469229698181152,1.9966492652893066,0.7822316288948059,1.5555065870285034,-0.7433801889419556,-1.265420913696289,5.423325061798096,1.8457759618759155
42,-995.6959228515625,2.908076524734497,-990.8976440429688,0.0,1.0,0.0,31.600000381469727,1.4500000476837158,0.6631234288215637,2.0263469219207764,0.8490474224090576,1.4803369045257568,-0.832885205745697,-1.2157697677612305,5.481374740600586,1.6470863819122314
43,-998.3345947265625,3.8810203075408936,-989.2564697265625,0.0,1.0,0.0,33.70000076293945,1.649999976158142,0.4872877299785614,2.139331579208374,0.6927716732025146,1.4273794889450073,-1.0414371490478516,-1.200415849685669,5.514487266540527,1.5314885377883911
44,-995.3234252929688,3.8403141498565674,-987.1539306640625,0.0,1.0,0.0,33.099998474121094,1.850000023841858,0.3935946226119995,1.994371771812439,0.7177732586860657,1.4341496229171753,-1.0038338899612427,-1.1677607297897339,5.57730770111084,1.4621632099151611
45,-1003.30810546875,5.703424453735352,-993.8595581054688,0.0,1.0,0.0,28.450000762939453,1.100000023841858,0.47772273421287537,2.015629529953003,0.8094474077224731,1.464694619178772,-0.9269938468933105,-1.114432692527771,5.7483134269714355,1.329717755317688
