iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2,v3,v4,v5,v6
1,-851.559326171875,23.461349487304688,-813.5,0.0,0.949999988079071,0.05000000074505806,37.75,1.0499999523162842,1.080869436264038,0.9270656108856201,1.0454366207122803,1.058492660522461,0.9126490354537964,-1.095630168914795,2.133549451828003
2,-841.3531494140625,21.61054229736328,-783.0999755859375,0.0,0.8999999761581421,0.10000000149011612,40.099998474121094,0.6499999761581421,1.0279805660247803,0.9257161617279053,0.8244670629501343,1.1006064414978027,0.7200928330421448,-1.0464987754821777,2.139019727706909
3,-803.7937622070312,60.91389846801758,-687.5,0.0,0.8500000238418579,0.15000000596046448,53.5,2.3499999046325684,0.9692591428756714,0.8909621238708496,0.7616846561431885,0.9995799660682678,0.6428240537643433,-1.0485198497772217,2.240359306335449
4,-836.4593505859375,28.541580200195312,-782.7999877929688,0.0,0.8999999761581421,0.10000000149011612,39.29999923706055,1.0,0.9835056066513062,0.7829621434211731,0.9824953079223633,1.0769093036651611,0.6673177480697632,-0.9478132724761963,2.2482035160064697
5,-840.90625,34.303199768066406,-743.5999755859375,0.0,0.8500000238418579,0.15000000596046448,42.349998474121094,1.2000000476837158,0.982858419418335,0.8437193036079407,0.9085999727249146,1.2328665256500244,0.5033749938011169,-1.068161964416504,2.2501449584960938
6,-851.296875,27.85177993774414,-784.5999755859375,0.0,0.8999999761581421,0.10000000149011612,38.599998474121094,1.100000023841858,0.8971502780914307,0.9083082675933838,0.9181181192398071,1.2659684419631958,0.4221045970916748,-1.0443618297576904,2.3642749786376953
7,-866.1187744140625,24.928592681884766,-819.7999877929688,0.0,0.949999988079071,0.05000000074505806,35.79999923706055,1.2000000476837158,0.8581278324127197,0.9339054226875305,0.8922500014305115,1.2963017225265503,0.5128387808799744,-1.1563931703567505,2.403897285461426
8,-834.0718994140625,45.112342834472656,-750.7000122070312,0.0,0.8500000238418579,0.15000000596046448,39.95000076293945,1.4500000476837158,0.6895245313644409,0.9966891407966614,0.8236054182052612,1.1272146701812744,0.7076565623283386,-1.1107953786849976,2.582263469696045
9,-824.3812866210938,28.530498504638672,-762.4000244140625,0.0,0.8999999761581421,0.10000000149011612,42.900001525878906,1.600000023841858,0.6673361659049988,0.9596301317214966,0.9180260896682739,1.1547399759292603,0.6474071741104126,-1.007964015007019,2.628039598464966
10,-855.471923828125,30.824373245239258,-792.7999877929688,0.0,0.8999999761581421,0.10000000149011612,37.04999923706055,0.8999999761581421,0.7011566162109375,0.9476614594459534,0.9593450427055359,1.064218521118164,0.5368578433990479,-1.0008736848831177,2.7099978923797607
11,-850.6624755859375,22.374237060546875,-802.4000244140625,0.0,1.0,0.0,45.900001525878906,1.399999976158142,0.7053343057632446,1.0480457544326782,0.9045494198799133,1.1161680221557617,0.3333221673965454,-1.021056056022644,2.7922372817993164
12,-843.9281616210938,36.09990692138672,-776.9000244140625,0.0,0.8999999761581421,0.10000000149011612,40.400001525878906,1.149999976158142,0.723199725151062,1.0203908681869507,0.8764160871505737,1.2097358703613281,0.3315063416957855,-0.8964948654174805,2.96899151802063
13,-833.8812255859375,21.51902198791504,-776.7000122070312,0.0,1.0,0.0,50.95000076293945,1.9500000476837158,0.925442636013031,0.9440895915031433,0.895788848400116,1.3647738695144653,0.32256612181663513,-0.9087027907371521,2.971928834915161
14,-802.7937622070312,23.20956039428711,-757.0999755859375,0.0,0.8999999761581421,0.10000000149011612,44.849998474121094,1.350000023841858,1.070497751235962,1.001436471939087,0.838049054145813,1.4271601438522339,0.20781350135803223,-0.8728867173194885,3.052058219909668
15,-842.5843505859375,36.96979522705078,-710.2000122070312,0.0,0.8500000238418579,0.15000000596046448,48.95000076293945,1.899999976158142,0.9764881134033203,1.0775779485702515,0.9549320936203003,1.480237603187561,0.13601528108119965,-1.0074565410614014,3.2407727241516113
16,-800.5655517578125,27.503005981445312,-733.5,0.0,0.8999999761581421,0.10000000149011612,50.0,1.649999976158142,1.0457051992416382,1.1381093263626099,1.0777095556259155,1.4145492315292358,0.3673374056816101,-1.009624719619751,3.3462822437286377
17,-784.1937255859375,30.52682113647461,-713.5,0.0,0.8999999761581421,0.10000000149011612,53.0,2.450000047683716,1.208776831626892,1.0794060230255127,0.9402689933776855,1.382164716720581,0.3253302276134491,-1.122642159461975,3.3676705360412598
18,-798.6124877929688,37.05702209472656,-722.7999877929688,0.0,0.8999999761581421,0.15000000596046448,51.79999923706055,2.0,0.9744638204574585,1.0396989583969116,0.9491071105003357,1.3555539846420288,0.30431294441223145,-1.067601203918457,3.396968364715576
19,-793.1375122070312,42.1932373046875,-724.7999877929688,0.0,0.8500000238418579,0.15000000596046448,45.79999923706055,1.7000000476837158,1.072479248046875,1.039905309677124,0.9259995818138123,1.4044100046157837,0.380601167678833,-0.9306203126907349,3.4418179988861084
20,-817.059326171875,23.12335777282715,-752.0999755859375,0.0,0.8999999761581421,0.10000000149011612,45.849998474121094,1.4500000476837158,0.9863836169242859,1.0584962368011475,0.9134350419044495,1.515448808670044,0.3137723505496979,-0.9985615015029907,3.530186653137207
