iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2,v3,v4,v5,v6
1,-940.9583740234375,11.142738342285156,-917.5667114257812,0.0,1.0,0.0,92.9000015258789,2.049999952316284,1.0674045085906982,1.1615729331970215,1.0311596393585205,1.2352313995361328,0.887895941734314,-0.8127610683441162,2.127140522003174
2,-951.19580078125,9.98158073425293,-934.2000732421875,0.0,1.0,0.0,73.94999694824219,1.649999976158142,0.9277157783508301,0.909355640411377,0.9812008738517761,1.3129183053970337,0.9272997975349426,-0.7689908146858215,2.181234359741211
3,-948.1708374023438,8.039348602294922,-929.7666015625,0.0,1.0,0.0,74.5999984741211,2.049999952316284,1.060803771018982,0.764445424079895,0.9999319911003113,1.3706352710723877,0.8457444310188293,-0.685537576675415,2.271803379058838
4,-954.2249755859375,9.690868377685547,-930.2332763671875,0.0,1.0,0.0,75.4000015258789,1.9500000476837158,1.0978466272354126,0.7041769623756409,1.1138089895248413,1.3411574363708496,0.9761507511138916,-0.8583627343177795,2.415621042251587
5,-939.59375,9.64244270324707,-914.7332763671875,0.0,1.0,0.0,91.9000015258789,2.4000000953674316,1.1386687755584717,0.6581876277923584,1.137564778327942,1.2482529878616333,0.9221984148025513,-0.7863389253616333,2.452317476272583
6,-960.16455078125,2.703176736831665,-951.2999267578125,0.0,1.0,0.0,61.04999923706055,0.800000011920929,0.983553946018219,0.7807685136795044,1.1458806991577148,1.2540006637573242,0.9110616445541382,-0.8572796583175659,2.516113758087158
7,-945.5020751953125,5.832193374633789,-934.7999877929688,0.0,1.0,0.0,76.05000305175781,1.4500000476837158,1.1383472681045532,0.712416410446167,1.1233696937561035,1.3031598329544067,0.9047803282737732,-0.8887860774993896,2.5651187896728516
8,-954.0166625976562,9.754432678222656,-917.7333984375,0.0,0.949999988079071,0.05000000074505806,67.9000015258789,1.2000000476837158,1.2582298517227173,0.6783121824264526,1.0991930961608887,1.277066707611084,0.9391325116157532,-0.8992745280265808,2.7031145095825195
9,-948.28125,7.278717041015625,-934.8333740234375,0.0,1.0,0.0,70.0,1.850000023841858,1.3822205066680908,0.7107784748077393,0.923193097114563,1.0697447061538696,1.033423900604248,-0.9016383290290833,2.7203574180603027
10,-943.2979736328125,12.1589994430542,-919.13330078125,0.0,1.0,0.0,88.30000305175781,2.200000047683716,1.3284424543380737,0.4757666289806366,0.9521405100822449,1.1066019535064697,0.9292145371437073,-1.018065094947815,2.8769099712371826
11,-939.1729125976562,8.650178909301758,-924.5999755859375,0.0,1.0,0.0,77.8499984741211,2.3499999046325684,1.3684440851211548,0.4380585551261902,0.981640636920929,1.135135293006897,0.8988066911697388,-1.1143696308135986,2.9446020126342773
12,-938.7520751953125,12.234728813171387,-916.5001220703125,0.0,1.0,0.0,91.5,2.25,1.436671257019043,0.545307457447052,0.9927217364311218,1.1261138916015625,0.9232212901115417,-1.1932930946350098,3.011305093765259
