iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2,v3,v4,v5,v6
1,-859.1812744140625,85.80160522460938,-689.2000122070312,0.0,0.8999999761581421,0.10000000149011612,44.95000076293945,8.100000381469727,1.0581542253494263,0.9971495270729065,0.9258415699005127,1.1262938976287842,0.9960644245147705,-1.1809102296829224,2.332773208618164
2,-770.5093383789062,45.57930374145508,-698.4000244140625,0.0,0.949999988079071,0.05000000074505806,46.400001525878906,9.100000381469727,1.1411031484603882,0.9450526237487793,0.8047308921813965,1.1041829586029053,0.8977904915809631,-0.993051290512085,2.347059726715088
3,-802.387451171875,47.09700012207031,-713.7000122070312,0.0,0.8999999761581421,0.10000000149011612,41.70000076293945,6.949999809265137,1.1169167757034302,0.996843695640564,0.8881368041038513,1.117804765701294,0.8396778702735901,-1.038683533668518,2.3482143878936768
4,-765.2750244140625,49.94580078125,-667.2000122070312,0.0,0.8500000238418579,0.15000000596046448,44.20000076293945,8.100000381469727,1.1682900190353394,0.9276994466781616,0.8587158918380737,1.150059700012207,0.8469541072845459,-1.072275996208191,2.3646180629730225
5,-758.078125,62.37273025512695,-612.5,0.0,0.800000011920929,0.20000000298023224,49.5,8.949999809265137,1.1590811014175415,0.906898021697998,0.7841140031814575,1.092652678489685,0.829990804195404,-1.0842735767364502,2.4403812885284424
6,-744.3187255859375,58.41440963745117,-631.2999877929688,0.0,0.8500000238418579,0.15000000596046448,48.54999923706055,9.949999809265137,1.3133330345153809,0.9558744430541992,0.8597695231437683,0.969504714012146,0.8575876355171204,-1.1056628227233887,2.4603641033172607
7,-781.9406127929688,47.47713088989258,-676.7999877929688,0.0,0.8500000238418579,0.15000000596046448,41.79999923706055,8.100000381469727,1.19631826877594,0.9128804802894592,0.8228643536567688,0.8672088384628296,0.7826409339904785,-1.1966150999069214,2.5432310104370117
8,-751.5250244140625,52.884429931640625,-625.7999877929688,0.0,0.800000011920929,0.20000000298023224,48.54999923706055,8.0,1.140674352645874,0.8587730526924133,0.9400362372398376,0.9569187164306641,0.9434120655059814,-1.1199842691421509,2.628291606903076
9,-757.9562377929688,47.4537353515625,-636.5,0.0,0.8500000238418579,0.15000000596046448,48.75,9.350000381469727,0.9194389581680298,0.8306487202644348,1.03703773021698,1.0033750534057617,0.955036997795105,-1.1440726518630981,2.65034556388855
10,-803.2718505859375,61.866798400878906,-657.5,0.0,0.8999999761581421,0.10000000149011612,49.25,9.550000190734863,0.9846442937850952,0.7631415724754333,0.996877908706665,0.8005576133728027,1.0990409851074219,-1.252131462097168,2.6764469146728516
11,-783.4124755859375,44.737945556640625,-684.4000244140625,0.0,0.8999999761581421,0.10000000149011612,46.150001525878906,8.100000381469727,1.087730884552002,0.6927940845489502,1.0448600053787231,0.6799497008323669,1.2227773666381836,-1.3741071224212646,2.688206672668457
12,-792.7718505859375,39.15039825439453,-699.7000122070312,0.0,0.8999999761581421,0.10000000149011612,44.20000076293945,7.349999904632568,1.1812515258789062,0.6066246628761292,1.066098690032959,0.7435868382453918,1.1789907217025757,-1.3478155136108398,2.7642130851745605
13,-785.7750244140625,53.76805114746094,-670.7000122070312,0.0,0.8500000238418579,0.15000000596046448,43.45000076293945,8.050000190734863,1.2219161987304688,0.6403472423553467,1.0518690347671509,0.7743353843688965,1.2302749156951904,-1.3238922357559204,2.881594181060791
14,-702.3156127929688,250.14662170410156,88.0,0.0,0.0,1.0,100.0,18.799999237060547,1.162895917892456,0.7008141279220581,1.1852535009384155,0.7911038398742676,1.2323790788650513,-1.4011695384979248,3.084409713745117
15,-148.05935668945312,344.3481750488281,92.0,0.0,0.0,1.0,100.0,19.200000762939453,1.1672873497009277,0.6339921355247498,1.2474133968353271,0.7937704920768738,1.3659627437591553,-1.2868499755859375,3.4828271865844727
16,25.337501525878906,36.569366455078125,84.0,0.0,0.0,1.0,100.0,18.399999618530273,1.0651581287384033,0.6415915489196777,1.1100364923477173,0.6937486529350281,1.2536592483520508,-1.2612934112548828,3.438178300857544
17,-5.784374713897705,47.23659896850586,82.0,0.0,0.0,1.0,100.0,18.200000762939453,0.9844858646392822,0.6033147573471069,1.1355916261672974,0.541004478931427,1.2664287090301514,-1.3170819282531738,3.4783787727355957
18,-14.36875057220459,54.560977935791016,88.0,0.0,0.0,1.0,100.0,18.799999237060547,0.9334908723831177,0.5652852654457092,1.1984013319015503,0.48123300075531006,1.1171351671218872,-1.3456072807312012,3.3984336853027344
19,-2.1937503814697266,50.50156021118164,88.0,0.0,0.0,1.0,100.0,18.799999237060547,0.9932839870452881,0.5708912014961243,1.231904149055481,0.6322401165962219,1.1202846765518188,-1.2609714269638062,3.299020528793335
20,-20.56562614440918,62.30631637573242,64.0,0.0,0.05000000074505806,0.949999988079071,99.25,19.200000762939453,1.1174125671386719,0.6230409145355225,1.2875373363494873,0.7423024773597717,0.9938786625862122,-1.4633209705352783,3.2857377529144287
21,26.528125762939453,46.343101501464844,98.0,0.0,0.0,1.0,100.0,19.799999237060547,1.3594321012496948,0.6838705539703369,1.3104687929153442,0.7279030084609985,0.8812190890312195,-1.4704418182373047,3.355624198913574
22,22.068748474121094,51.3073616027832,110.5,0.0,0.0,1.0,100.0,21.049999237060547,1.3248580694198608,0.7168592214584351,1.294269323348999,0.8550421595573425,0.8012259006500244,-1.6232677698135376,3.3262765407562256
23,46.86249923706055,27.94400405883789,102.5,0.0,0.0,1.0,100.0,20.25,1.2758506536483765,0.801522433757782,1.3771415948867798,1.0765788555145264,0.7660484910011292,-1.7960529327392578,3.4461004734039307
24,64.70000457763672,39.13116455078125,112.5,0.0,0.0,1.0,100.0,21.25,1.3005003929138184,0.8219233751296997,1.4177943468093872,1.1040074825286865,0.5952305793762207,-1.9182689189910889,3.4720711708068848
25,13.728124618530273,40.854530334472656,63.20000076293945,0.0,0.05000000074505806,0.949999988079071,95.80000305175781,20.5,1.278194546699524,0.8892298936843872,1.4511797428131104,1.1705398559570312,0.5560499429702759,-1.8127020597457886,3.3943493366241455
26,63.803123474121094,48.27994155883789,115.0,0.0,0.0,1.0,100.0,21.5,1.2378032207489014,0.9781144857406616,1.439131498336792,1.3338139057159424,0.4176904559135437,-1.6943968534469604,3.411555051803589
27,69.85624694824219,26.20142936706543,119.0,0.0,0.0,1.0,100.0,21.899999618530273,1.1866544485092163,1.0345972776412964,1.3916709423065186,1.1345579624176025,0.5311042070388794,-1.540322184562683,3.2905726432800293
28,93.8843765258789,23.727846145629883,115.0,0.0,0.0,1.0,100.0,21.5,1.083143711090088,1.135741114616394,1.2784219980239868,1.0982919931411743,0.4926624000072479,-1.365631103515625,3.301149368286133
29,49.265625,47.774253845214844,108.0,0.0,0.0,1.0,100.0,20.799999237060547,1.2179291248321533,1.0582549571990967,1.3095142841339111,1.2552058696746826,0.33358606696128845,-1.3268003463745117,3.171905040740967
30,39.63437271118164,133.24806213378906,111.5,0.0,0.0,1.0,100.0,21.149999618530273,1.1578799486160278,1.1177858114242554,1.375410795211792,1.1590447425842285,0.11639906466007233,-1.2657774686813354,3.397454023361206
31,14.40625,49.064918518066406,120.5,0.0,0.0,1.0,100.0,22.049999237060547,1.1290744543075562,1.0600521564483643,1.3997209072113037,1.1741830110549927,0.25162243843078613,-1.3478337526321411,3.358400344848633
