iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2,v3,v4,v5,v6
1,-985.0697631835938,2.2726969718933105,-978.8333129882812,0.0,1.0,0.0,22.75,0.6000000238418579,0.9996390342712402,1.108887791633606,0.9790036678314209,0.995911717414856,1.068414330482483,-0.9720925092697144,2.1488378047943115
2,-980.7958374023438,2.548558235168457,-975.4666748046875,0.0,1.0,0.0,25.549999237060547,0.75,1.0687274932861328,1.309070110321045,1.030327558517456,0.9742817282676697,1.0848867893218994,-1.0565080642700195,2.181562662124634
3,-983.46142578125,3.469862461090088,-975.4000244140625,0.0,1.0,0.0,24.149999618530273,0.8500000238418579,0.9734674692153931,1.3998780250549316,1.1075531244277954,1.1197720766067505,0.9208784103393555,-0.9563132524490356,2.2073168754577637
4,-960.1146240234375,15.865768432617188,-943.8001098632812,0.0,0.949999988079071,0.05000000074505806,40.79999923706055,0.4000000059604645,0.7929002046585083,1.4150100946426392,1.1958611011505127,1.073042869567871,1.0062055587768555,-0.989971399307251,2.285597324371338
5,-982.7332763671875,1.976218581199646,-979.2332763671875,0.0,1.0,0.0,22.899999618530273,0.550000011920929,0.7168436050415039,1.311357021331787,1.1826050281524658,1.160943627357483,0.787827730178833,-1.0277152061462402,2.3036863803863525
6,-978.1687622070312,3.6089234352111816,-972.0667114257812,0.0,1.0,0.0,26.149999618530273,1.0499999523162842,0.6991492509841919,1.2886067628860474,1.2719993591308594,1.0622426271438599,0.7601860165596008,-1.0273035764694214,2.3432254791259766
7,-981.4895629882812,3.8854928016662598,-974.89990234375,0.0,1.0,0.0,25.649999618530273,0.800000011920929,0.6315754055976868,1.2143536806106567,1.157847285270691,1.1788575649261475,0.5938224196434021,-0.9467882513999939,2.4680278301239014
8,-978.5875244140625,7.210943222045898,-944.7666015625,0.0,0.949999988079071,0.05000000074505806,33.349998474121094,0.800000011920929,0.7330706119537354,1.2426601648330688,1.1412193775177002,1.0587241649627686,0.5956099033355713,-1.0021082162857056,2.5049190521240234
9,-983.2281494140625,1.9199707508087158,-979.5333251953125,0.0,1.0,0.0,23.950000762939453,0.44999998807907104,0.6831128597259521,1.2049847841262817,1.1544857025146484,0.9615297317504883,0.44004854559898376,-0.9790194630622864,2.5375051498413086
10,-979.4521484375,6.9585280418396,-942.9000244140625,0.0,0.949999988079071,0.05000000074505806,37.650001525878906,0.699999988079071,0.714680016040802,1.0376298427581787,1.044824481010437,0.8737302422523499,0.41343218088150024,-0.8807365298271179,2.6881232261657715
11,-974.2260131835938,6.08823299407959,-962.3333129882812,0.0,1.0,0.0,33.25,1.5499999523162842,0.5365674495697021,1.0052086114883423,0.978897213935852,1.1126328706741333,0.1970049887895584,-0.805584728717804,2.8274598121643066
12,-981.8062133789062,3.1274688243865967,-974.7000122070312,0.0,1.0,0.0,25.950000762939453,0.800000011920929,0.48122262954711914,1.0199058055877686,0.9572339057922363,1.120507001876831,0.2636767029762268,-0.8598763346672058,2.8844544887542725
