iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2
1,64.0531234741211,11.629165649414062,78.0,0.0,0.0,1.0,100.0,17.799999237060547,4.302696704864502,0.9974749088287354,1.0473253726959229
2,64.609375,3.035555839538574,69.5,0.0,0.0,1.0,100.0,16.950000762939453,4.189273834228516,1.0629078149795532,1.1878331899642944
3,57.65937805175781,19.89834976196289,77.5,0.0,0.0,1.0,100.0,17.75,4.067537784576416,1.1475337743759155,1.0655317306518555
4,45.037498474121094,26.408897399902344,71.0,0.0,0.0,1.0,100.0,17.100000381469727,4.390506744384766,1.1992391347885132,1.0869934558868408
5,71.0,6.454165458679199,81.0,0.0,0.0,1.0,100.0,18.100000381469727,4.322250843048096,1.2688755989074707,1.0319294929504395
6,70.453125,3.108354091644287,74.5,0.0,0.0,1.0,100.0,17.450000762939453,4.128062725067139,1.2880905866622925,0.8874287605285645
7,58.946876525878906,20.16750144958496,71.5,0.0,0.0,1.0,100.0,17.149999618530273,4.325003147125244,1.2155319452285767,0.9985432624816895
8,68.796875,2.7439119815826416,75.0,0.0,0.0,1.0,100.0,17.5,4.458415508270264,1.2534372806549072,0.9456209540367126
9,66.53125,5.489958763122559,75.5,0.0,0.0,1.0,100.0,17.549999237060547,4.411600589752197,1.3968967199325562,0.9232978224754333
10,57.884376525878906,14.908870697021484,72.5,0.0,0.0,1.0,100.0,17.25,4.286529064178467,1.3571887016296387,1.0306105613708496
11,69.28125,5.312040328979492,76.0,0.0,0.0,1.0,100.0,17.600000381469727,4.43422794342041,1.484974980354309,1.0139448642730713
12,65.109375,7.2162299156188965,76.5,0.0,0.0,1.0,100.0,17.649999618530273,4.319248199462891,1.5157719850540161,1.0007376670837402
13,66.421875,4.844632148742676,73.0,0.0,0.0,1.0,100.0,17.299999237060547,4.277133464813232,1.4867020845413208,1.072529911994934
14,71.859375,3.549283266067505,77.0,0.0,0.0,1.0,100.0,17.700000762939453,4.1705546379089355,1.5043728351593018,0.9832025766372681
15,74.71875,4.136229991912842,83.0,0.0,0.0,1.0,100.0,18.299999237060547,3.928361177444458,1.77846097946167,0.7837913036346436
16,24.48750114440918,42.40104675292969,74.0,0.0,0.0,1.0,100.0,17.399999618530273,4.310413360595703,1.711143136024475,0.833218514919281
17,77.328125,5.446629524230957,85.5,0.0,0.0,1.0,100.0,18.549999237060547,4.32282829284668,1.7750775814056396,0.8119633197784424
18,50.56562423706055,14.384032249450684,71.5,0.0,0.0,1.0,100.0,17.149999618530273,4.35863733291626,1.986688256263733,0.7651881575584412
19,70.84375,3.794398546218872,78.0,0.0,0.0,1.0,100.0,17.799999237060547,4.153282642364502,2.0081753730773926,0.842373788356781
20,50.86249923706055,29.416860580444336,75.0,0.0,0.0,1.0,100.0,17.5,3.977527618408203,2.1608541011810303,0.8278955817222595
21,57.962501525878906,20.284242630004883,79.5,0.0,0.0,1.0,100.0,17.950000762939453,4.141814708709717,2.2746217250823975,0.9405397176742554
22,61.984375,17.25498390197754,73.5,0.0,0.0,1.0,100.0,17.350000381469727,4.396727085113525,2.318417549133301,1.0671769380569458
23,74.0625,11.271333694458008,84.0,0.0,0.0,1.0,100.0,18.399999618530273,4.417129039764404,2.2884886264801025,1.0445752143859863
24,75.359375,3.793980360031128,80.0,0.0,0.0,1.0,100.0,18.0,4.487013339996338,2.3527603149414062,1.0954713821411133
