iter,reward_mean,reward_std,reward_max,best_goal_rate,best_collision_rate,best_timeup_rate,best_avg_steps,best_avg_task_completion,v0,v1,v2,v3
1,-57.646873474121094,60.1219367980957,42.400001525878906,0.0,0.10000000149011612,0.8999999761581421,96.8499984741211,20.5,4.150732517242432,1.1151220798492432,1.037605881690979,-0.9976209402084351
2,-70.71875,87.81307220458984,56.400001525878906,0.0,0.10000000149011612,0.8999999761581421,93.5999984741211,23.200000762939453,4.302416801452637,1.0325253009796143,0.9860777854919434,-0.9712344408035278
3,-64.22500610351562,65.9659194946289,52.900001525878906,0.0,0.10000000149011612,0.8999999761581421,95.5999984741211,22.049999237060547,4.236680030822754,0.7914654016494751,0.853312075138092,-1.1067410707473755
4,-114.9156265258789,59.22350311279297,49.29999923706055,0.0,0.15000000596046448,0.8500000238418579,96.44999694824219,23.850000381469727,4.33951473236084,0.7708908319473267,0.6788359880447388,-1.2372524738311768
5,-42.28125,51.56073760986328,56.70000076293945,0.0,0.10000000149011612,0.8999999761581421,95.55000305175781,22.450000762939453,4.400522232055664,0.8604282736778259,0.7897698283195496,-1.2636840343475342
6,14.671875,39.7012939453125,68.80000305175781,0.0,0.10000000149011612,0.8999999761581421,97.19999694824219,23.0,4.495423793792725,0.8921666145324707,0.6148472428321838,-1.1582942008972168
7,-128.53125,65.34508514404297,-14.699999809265137,0.0,0.15000000596046448,0.8500000238418579,89.19999694824219,20.350000381469727,4.558052062988281,0.9669688940048218,0.7686192989349365,-1.0796440839767456
8,-13.728124618530273,58.416282653808594,99.69999694824219,0.0,0.05000000074505806,0.949999988079071,98.05000305175781,23.25,4.686426639556885,0.9410068392753601,0.8519067764282227,-1.0927196741104126
9,-94.88749694824219,52.00178146362305,6.0,0.0,0.10000000149011612,0.8999999761581421,94.0,18.0,4.75594425201416,0.7600381374359131,0.8556726574897766,-1.1061992645263672
10,35.1875,44.7635498046875,110.5,0.0,0.05000000074505806,0.949999988079071,99.5,23.75,4.972408294677734,0.7685261964797974,0.8050121068954468,-1.146213412284851
11,-36.712501525878906,79.9203109741211,118.4000015258789,0.0,0.05000000074505806,0.949999988079071,99.8499984741211,24.399999618530273,5.2855448722839355,0.5962486267089844,0.6803301572799683,-1.1176440715789795
12,12.778124809265137,58.021915435791016,98.9000015258789,0.0,0.05000000074505806,0.949999988079071,98.5999984741211,22.950000762939453,5.0586981773376465,0.7673436999320984,0.6857242584228516,-1.1517980098724365
13,-98.79061889648438,82.23175811767578,92.69999694824219,0.0,0.10000000149011612,0.8999999761581421,96.05000305175781,25.850000381469727,5.176756858825684,0.6014457941055298,0.7767837047576904,-1.1407634019851685
14,30.428123474121094,72.60455322265625,146.5,0.0,0.0,1.0,100.0,24.649999618530273,5.248234272003174,0.5854662656784058,0.9329005479812622,-1.0454999208450317
15,-15.159374237060547,62.933780670166016,119.5999984741211,0.0,0.05000000074505806,0.949999988079071,99.4000015258789,24.700000762939453,5.122535705566406,0.7518765330314636,0.8182844519615173,-1.1145708560943604
16,-61.650001525878906,73.07019805908203,55.900001525878906,0.0,0.10000000149011612,0.8999999761581421,95.5999984741211,22.350000381469727,5.261828899383545,0.8595418930053711,0.6517845392227173,-1.068801999092102
17,-22.650001525878906,66.46719360351562,81.0999984741211,0.0,0.05000000074505806,0.949999988079071,95.9000015258789,22.25,5.3243727684021,1.0059268474578857,0.7415183186531067,-1.1699185371398926
18,-14.34687614440918,51.832801818847656,114.80000305175781,0.0,0.05000000074505806,0.949999988079071,99.94999694824219,24.0,5.162371635437012,0.8576611280441284,0.615209698677063,-1.1916277408599854
19,-36.821876525878906,59.09258270263672,122.30000305175781,0.0,0.05000000074505806,0.949999988079071,96.94999694824219,25.950000762939453,5.163120269775391,0.9867212176322937,0.6651198863983154,-1.1543601751327515
20,-24.890625,69.9216079711914,82.69999694824219,0.0,0.05000000074505806,0.949999988079071,96.30000305175781,22.25,5.008357048034668,1.1448051929473877,0.6501419544219971,-1.1384353637695312
21,-14.234375,58.173282623291016,107.19999694824219,0.0,0.05000000074505806,0.949999988079071,96.30000305175781,24.700000762939453,4.975453853607178,1.072140097618103,0.7804364562034607,-1.2198822498321533
22,50.671875,55.75194549560547,149.5,0.0,0.0,1.0,100.0,24.950000762939453,5.154726982116699,1.2246956825256348,0.6652700901031494,-1.1483147144317627
23,-24.496875762939453,59.997047424316406,78.4000015258789,0.0,0.10000000149011612,0.8999999761581421,95.0999984741211,24.799999237060547,5.244690418243408,1.3565607070922852,0.5968937277793884,-1.107556700706482
24,19.543750762939453,46.77243423461914,122.5,0.0,0.05000000074505806,0.949999988079071,99.25,25.049999237060547,5.240535259246826,1.1741671562194824,0.5984108448028564,-1.0209035873413086
25,5.128124237060547,54.47985076904297,101.69999694824219,0.0,0.05000000074505806,0.949999988079071,98.30000305175781,23.350000381469727,5.3621697425842285,1.110350489616394,0.6459416151046753,-1.056277871131897
26,86.98749542236328,46.081260681152344,156.0,0.0,0.0,1.0,100.0,25.600000381469727,5.564621925354004,0.9952938556671143,0.6607826948165894,-1.307741403579712
